"provider","prvdr_num","fyb","fybstr","fye","fyestr","status","hospital_name","street_addr","po_box","city","state","zip_code","county","ime1","ime2","ime3","dsh1","dsh2","dsh3","gme_part_a","gme_part_b","beds","bed_days","medicare_days","days","employees","volunteers","medicare_disch","medicaid_disch","discharges"
"010047","010047",1/1/2006,"01-JAN-06",12/31/2006,"31-DEC-06","Reopened","GEORGIANA HOSPITAL                      ","515 MIRANDA STREET                      ",,"GEORGIANA                               ","AL                                      ","36033                                   ","UTLER                                   ",,,,405966,,,,,22,8030,3108,5316,74.9700012207031,,966,206,1619
"010049","010049",1/1/2006,"01-JAN-06",12/31/2006,"31-DEC-06","Reopened","MEDICAL CENTER ENTERPRISE               ","400 NORTH EDWARDS STREET                ",,"ENTERPRISE                              ","AL                                      ","36330                                   ","COFFEE                                  ",,,,994200,,,,,131,47815,8218,17539,359,,1831,995,4541
"010050","010050",7/1/2006,"01-JUL-06",6/30/2007,"30-JUN-07","Reopened","MEDICAL CENTER BLOUNT                   ","150 GILBREATH DRIVE                     ","1000                                    ","ONEONTA                                 ","AL                                      ","35121                                   ","BLOUNT                                  ",,,,279341,,,,,40,14600,3778,6873,153.789993286133,,831,141,1691
"010051","010051",10/1/2005,"01-OCT-05",9/30/2006,"30-SEP-06","Settled","GREENE COUNTY HOSPITAL                  ","509 WILSON AVENUE                       ",,"EUTAW                                   ","AL                                      ","35462                                   ","GREENE                                  ",,,,114055,,,,,24,8760,920,1434,54.2000007629395,,269,122,460
"010052","010052",1/1/2006,"01-JAN-06",12/31/2006,"31-DEC-06","Reopened","LAKE MARTIN COMMUNITY HOSPITAL          ","1231 SOUTH STREET                       ",,"DADEVILLE                               ","AL                                      ","36853-                                  ","TALLAPOOSA                              ",,,,358380,,,,,28,10220,2532,3937,68.5199966430664,,905,244,1505
"010054","010054",7/1/2006,"01-JUL-06",6/30/2007,"30-JUN-07","Reopened","PARKWAY MEDICAL CENTER                  ","1874 BELTLINE RD. SW                    ",,"DECATUR                                 ","AL                                      ","35601                                   ","MORGAN                                  ",,,,1259502,,,,,109,39785,5786,12800,268.549987792969,,1495,673,3873
"010055","010055",7/1/2006,"01-JUL-06",6/30/2007,"30-JUN-07","Reopened","FLOWERS HOSPITAL                        ","4370 WEST MAIN STREET                   ","6907                                    ","DOTHAN                                  ","AL                                      ","36302-                                  ","HOUSTON                                 ",,,,1926141,,,,,235,85775,29273,56445,1064.43994140625,,5633,1053,12291
"010056","010056",7/1/2006,"01-JUL-06",6/30/2007,"30-JUN-07","Reopened","ST. VINCENT S HOSPITAL                  ","810 ST. VINCENT S DRIVE                 ",,"BIRMINGHAM                              ","AL                                      ","35205                                   ","JEFFERSON                               ",,81308,,,,,21057,5095,338,123370,35872,95645,2042.16003417969,,6569,546,23623
"010058","010058",10/1/2005,"01-OCT-05",9/30/2006,"30-SEP-06","Reopened","BIBB MEDICAL CENTER                     ","165 PIERSON AVENUE                      ",,"CENTREVILLE                             ","AL                                      ","35042                                   ","BIBB                                    ",,,,94094,,,,,25,9125,1560,2206,103.430000305176,,263,38,489
"010059","010059",3/1/2006,"01-MAR-06",2/28/2007,"28-FEB-07","Reopened","LAWRENCE MEDICAL CENTER                 ","202 HOSPITAL STREET                     ",,"MOULTON                                 ","AL                                      ","35650-                                  ","LAWRENCE                                ",,,,551572,,,,,37,13505,5001,7846,130.899993896484,,1140,211,2040
"010061","010061",10/1/2005,"01-OCT-05",9/30/2006,"30-SEP-06","Reopened","HIGHLANDS MEDICAL CENTER                ","380 WOODS COVE ROAD                     ","1050                                    ","SCOTTSBORO                              ","AL                                      ","35768-                                  ","JACKSON                                 ",,,,1085663,,,,,170,62050,10612,17191,380.010009765625,,2307,1117,4610
"010062","010062",10/1/2005,"01-OCT-05",9/30/2006,"30-SEP-06","Settled","WIREGRASS MEDICAL CENTER                ","1200 WEST MAPLE STREET                  ",,"GENEVA                                  ","AL                                      ","36340                                   ","GENEVA                                  ",,,,518196,,,,,83,30295,5988,9278,209.460006713867,,1158,256,2094
"010064","010064",7/1/2006,"01-JUL-06",11/13/2006,"13-NOV-06","Settled w/Audit","CARRAWAY METHODIST MEDICAL CENTER       ","1600 CARRAWAY BOULEVARD                 ",,"BIRMINGHAM                              ","AL                                      ","35234-                                  ","JEFFERSON                               ",,1420424,,539693,,,660799,79469,178,24208,6130,13729,779.169982910156,,1057,260,2105
"010065","010065",1/1/2006,"01-JAN-06",12/31/2006,"31-DEC-06","Reopened","RUSSELL MEDICAL CENTER                  ","POST OFFICE BOX                         ","939                                     ","ALEXANDER CITY                          ","AL                                      ","35010                                   ","TALLAPOOSA                              ",,,,1381509,,,,,75,29571,6923,14686,443.829986572266,,1625,984,4279
"010066","010066",7/1/2006,"01-JUL-06",6/30/2007,"30-JUN-07","Reopened","FLORALA MEMORIAL HOSPITAL               ","515 EAST 5TH AVENUE                     ","189                                     ","FLORALA                                 ","AL                                      ","36442-                                  ","COVINGTON                               ",,,,102108,,,,,22,8030,1122,1517,39.2999992370605,,398,20,500
"010069","010069",4/1/2006,"01-APR-06",12/31/2006,"31-DEC-06","Settled","LAKEVIEW COMMUNITY HOSPITAL             ","820 WEST WASHINGTON ST                  ",,"EUFAULA                                 ","AL                                      ","36026                                   ","BARBOUR                                 ",,,,251105,,,,,74,20350,2164,3338,121.650001525879,,540,95,1036
"010073","010073",10/1/2005,"01-OCT-05",9/30/2006,"30-SEP-06","Settled","CLAY COUNTY HOSPITAL                    ","544 EAST AVE                            ",,"ASHLAND                                 ","AL                                      ","36251-                                  ","CLAY                                    ",,,,194925,,,,,46,16790,5102,6807,224.679992675781,,846,105,1509
"010078","010078",7/1/2006,"01-JUL-06",6/30/2007,"30-JUN-07","Reopened","NORTHEAST ALABAMA REGIONAL MED CTR      ","400 EAST TENTH STREET                   ","2208                                    ","ANNISTON                                ","AL                                      ","36202-                                  ","CALHOUN                                 ",,1196256,,5244181,,,360225,77639,237,86786,34565,67829,1232.30004882812,,6379,2768,14549
"010079","010079",10/1/2005,"01-OCT-05",9/30/2006,"30-SEP-06","Settled w/Audit","ATHENS LIMESTONE                        ","700 WEST MARKET STREET                  ",,"ATHENS                                  ","AL                                      ","35611                                   ","LIMESTONE                               ",,,,1489589,,,,,101,36865,9473,15766,489,,2251,965,5008
"010083","010083",10/1/2005,"01-OCT-05",9/30/2006,"30-SEP-06","Reopened","SOUTH BALDWIN REGIONAL MEDICAL CENTE    ","1613 NORTH MCKENZIE                     ",,"FOLEY                                   ","AL                                      ","36535                                   ","BALDWIN                                 ",,,,908603,,,,,82,29930,14186,25890,499.149993896484,,2904,821,5908
"010084","010084",1/1/2006,"01-JAN-06",3/31/2006,"31-MAR-06","Settled","HEALTHSOUTH MEDICAL CENTER              ","1201 11TH AVE SOUTH                     ",,"BIRMINGHAM                              ","AL                                      ","35205                                   ","JEFFERSON                               ",,,,,,,,,151,13590,514,1149,460.329986572266,,97,19,321
"010085","010085",7/1/2006,"01-JUL-06",6/30/2007,"30-JUN-07","Reopened","DECATUR GENERAL                         ","7TH STREET S.E.                         ","2239                                    ","DECATUR                                 ","AL                                      ","35609-                                  ","MORGAN                                  ",,,,2919783,,,,,178,64970,22441,46280,920.760009765625,,4339,1666,10212
"010086","010086",5/1/2006,"01-MAY-06",4/30/2007,"30-APR-07","Reopened","NORTHWEST MEDICAL CENTER                ","HIGHWAY 78 WEST                         ","130                                     ","WINFIELD                                ","AL                                      ","35594-                                  ","MARION                                  ",,,,624785,,,,,56,20440,5047,10610,226.259994506836,,1254,581,2723
"010087","010087",10/1/2005,"01-OCT-05",9/30/2006,"30-SEP-06","Reopened","UNIV OF SOUTH ALABAMA MEDICAL CENTER    ","2451 FILLINGIM STREET                   ",,"MOBILE                                  ","AL                                      ","36617                                   ","MOBILE                                  ",,3291238,,2793467,,,1954848,267714,123,44895,7732,38991,1096.61999511719,,1177,939,6073
"010089","010089",7/1/2006,"01-JUL-06",6/30/2007,"30-JUN-07","Settled","WALKER - BAPTIST MEDICAL CENTER         ","3400 HWY 78 EAST                        ","3547                                    ","JASPER                                  ","AL                                      ","35502                                   ","WALKER                                  ",,,,2435399,,,,,172,62780,11722,26895,503.579986572266,,2935,2003,7549
"010090","010090",7/1/2006,"01-JUL-06",6/30/2007,"30-JUN-07","Reopened","PROVIDENCE HOSPITAL                     ","6801 AIRPORT BLVD                       ",,"MOBILE                                  ","AL                                      ","36608-                                  ","MOBILE                                  ",,,,2151348,,,,,349,127385,31096,76511,1533,,5548,1780,15028
"010091","010091",7/1/2006,"01-JUL-06",6/30/2007,"30-JUN-07","Reopened","GROVE HILL MEMORIAL HOSPITAL            ","295 SOUTH JACKSON STREET5 SOUTH JACK    ","935                                     ","GROVE HILL                              ","AL                                      ","36451-                                  ","CLARKE                                  ",,,,206956,,,,,24,8760,1503,3571,75.7099990844727,,487,446,1211
"010092","010092",10/1/2005,"01-OCT-05",9/30/2006,"30-SEP-06","Reopened","DCH REGIONAL MEDICAL CENTER             ","809 UNIVERSITY BLVD EAST                ",,"TUSCALOOSA                              ","AL                                      ","35401                                   ","TUSCALOOSA                              ",,3076808,,12608468,,,756602,356496,454,165710,66018,125563,2875.98999023438,,12398,3746,26363
"010095","010095",10/1/2005,"01-OCT-05",9/30/2006,"30-SEP-06","Settled","HALE COUNTY HOSPITAL                    ","508 GREENE STREET                       ",,"GREENSBORO                              ","AL                                      ","36744                                   ","HALE                                    ",,,,159600,,,,,28,10220,1214,1881,89,,385,140,657
"010097","010097",1/1/2006,"01-JAN-06",12/31/2006,"31-DEC-06","Settled","ELMORE COMMUNITY HOSPITAL               ","500 HOSPITAL DRIVE                      ","130                                     ","WETUMPKA                                ","AL                                      ","36092-                                  ","ELMORE                                  ",,,,329180,,,,,69,25185,3372,5390,104.650001525879,,928,228,1616
"010098","010098",10/1/2005,"01-OCT-05",1/3/2006,"03-JAN-06","Reopened","RANDOLPH COUNTY HOSPITAL                ","1000 WADLEY HIGHWAY                     ","669                                     ","ROANOKE                                 ","AL                                      ","36274                                   ","RANDOLPH                                ",,,,60478,,,,,49,4361,455,590,82.2699966430664,,143,95,238
"010099","010099",10/1/2005,"01-OCT-05",9/30/2006,"30-SEP-06","Settled","D.W. MCMILLAN MEMORIAL HOSPITAL         ","1301 BELLEVILLE AVENUE                  ","RAWER 908                               ","BREWTON                                 ","AL                                      ","36427                                   ","ESCAMBIA                                ",,,,636674,,,,,92,32485,5943,12309,272.399993896484,,1419,766,3332
"010100","010100",4/1/2006,"01-APR-06",3/31/2007,"31-MAR-07","Reopened","THOMAS HOSPITAL                         ","750 MORPHY AVE                          ","929                                     ","FAIRHOPE                                ","AL                                      ","36533-                                  ","BALDWIN                                 ",,29336,,,,,,,130,47815,17533,36337,969.390014648438,,3625,938,9246
"010101","010101",7/1/2006,"01-JUL-06",6/30/2007,"30-JUN-07","Reopened","CITIZENS BAPTIST MEDICAL CENTER         ","604 STONE AVENUE                        ",,"TALLADEGA                               ","AL                                      ","35161                                   ","TALLADEGA                               ",,,,1731974,,,,,106,38690,4820,13113,295.540008544922,,1223,1831,3883
"010102","010102",10/1/2005,"01-OCT-05",9/30/2006,"30-SEP-06","Settled","JOHN PAUL JONES HOSPITAL                ","317 MCWILLIAMS AVENUE                   ","B                                       ","CAMDEN                                  ","AL                                      ","36726-1610                              ","WILCOX                                  ",,,,66053,,,,,30,10950,492,778,42.060001373291,,161,43,481
"010103","010103",7/1/2006,"01-JUL-06",6/30/2007,"30-JUN-07","Reopened","BMC PRINCETON                           ","701 PRINCETON AVE SW                    ",,"BIRMINGHAM                              ","AL                                      ","35211                                   ","JEFFERSON                               ",,4102582,,2890264,,,2196718,328280,277,101029,30301,70083,1228.68005371094,,5509,1622,12600
"010104","010104",10/1/2005,"01-OCT-05",6/30/2006,"30-JUN-06","Settled w/Audit","TRINITY MEDICAL CENTER                  ","800 MONTCLAIR ROAD                      ",,"BIRMINGHAM                              ","AL                                      ","35213-                                  ","JEFFERSON                               ",,2491900,,1649322,,,1448739,195478,303,82719,24359,51400,987.190002441406,,4757,606,10969
"010104","010104",7/1/2006,"01-JUL-06",6/30/2007,"30-JUN-07","Settled w/Audit","TRINITY MEDICAL CENTER                  ","800 MONTCLAIR ROAD                      ",,"BIRMINGHAM                              ","AL                                      ","35213-                                  ","JEFFERSON                               ",,3384315,,2782277,,,1737458,245219,301,109865,29939,69220,1367.98999023438,,5907,878,15838
"010108","010108",7/1/2006,"01-JUL-06",6/30/2007,"30-JUN-07","Reopened","PRATTVILLE BAPTIST HOSPITAL             ","124 SOUTH MEMORIAL DRIVE                ",,"PRATTVILLE                              ","AL                                      ","36067-                                  ","AUTAUGA                                 ",,,,185324,,,,,50,18250,4078,7314,202.350006103516,,1036,167,2105
"010109","010109",10/1/2005,"01-OCT-05",9/30/2006,"30-SEP-06","Reopened","PICKENS COUNTY MEDICAL CENTER           ","R.K. WILSON DRIVE                       ",,"CARROLLTON                              ","AL                                      ","35477                                   ","PICKENS                                 ",,,,397787,,,,,40,14600,3776,5847,201.289993286133,,851,227,1448
"010110","010110",1/1/2006,"01-JAN-06",12/31/2006,"31-DEC-06","Reopened","BULLOCK COUNTY HOSPITAL                 ","102 CONECUH AVE WEST                    ",,"UNION SPRINGS                           ","AL                                      ","36089-                                  ","BULLOCK                                 ",,,,228099,,,,,30,10950,2830,4885,83.4499969482422,,640,388,1364
"010112","010112",10/1/2005,"01-OCT-05",9/30/2006,"30-SEP-06","Reopened","BRYAN W. WHITFIELD MEMORIAL HOSPITAL    ","105 HIGHWAY 80 EAST                     ",,"DEMOPOLIS                               ","AL                                      ","37832                                   ","MARENGO                                 ",,,,649693,,,,,99,36135,6703,14152,321.170013427734,,1467,3722,13091
"010113","010113",4/1/2006,"01-APR-06",3/31/2007,"31-MAR-07","Reopened","MOBILE INFIRMARY MEDICAL CENTER         ","FIVE MOBILE INFIRMARY CIRCLE            ","2144                                    ","MOBILE                                  ","AL                                      ","36652-                                  ","MOBILE                                  ",,84916,,7915902,,,101477,15318,605,220825,64482,131997,2395.31005859375,,11812,3690,26545
"010114","010114",1/1/2006,"01-JAN-06",6/30/2006,"30-JUN-06","Settled","UAB MEDICAL WEST                        ","995 NINTH AVENUE  SOUTHWEST             ","847                                     ","BESSEMER                                ","AL                                      ","35023                                   ","JEFFERSON                               ",,,,786267,,,,,172,31132,9583,22833,966.5,,1404,549,3915
"010114","010114",7/1/2006,"01-JUL-06",6/30/2007,"30-JUN-07","Reopened","UAB MEDICAL WEST                        ","995 NINTH AVENUE  SOUTHWEST             ","847                                     ","BESSEMER                                ","AL                                      ","35023                                   ","JEFFERSON                               ",,,,1703279,,,,,172,62780,18153,45945,918.169982910156,,2816,1225,5275
"010118","010118",7/1/2006,"01-JUL-06",6/30/2007,"30-JUN-07","Reopened","VAUGHAN REGIONAL MEDICAL CTR            ","1015 MEDICAL CENTER PARKWAY             ",,"SELMA                                   ","AL                                      ","36701-                                  ","DALLAS                                  ",,198031,473971,1728219,4347760,,351558,105155,149,54385,13862,32171,492.660003662109,,3040,2858,8591
"010120","010120",10/1/2005,"01-OCT-05",9/30/2006,"30-SEP-06","Reopened","MONROE COUNTY HOSPITAL                  ","HIGHWAY 21                              ",,"MONROEVILLE                             ","AL                                      ","36461                                   ","MONROE                                  ",,,,550288,,,,,94,34310,4688,9844,236.440002441406,,1234,413,3022
"010125","010125",5/1/2006,"01-MAY-06",4/30/2007,"30-APR-07","Reopened","LAKELAND COMMUNITY HOSPITAL             ","HIGHWAY 195 EAST                        ","780                                     ","HALEYVILLE                              ","AL                                      ","35565-                                  ","WINSTON                                 ",,,,740577,,,,,47,17155,6358,8538,143.029998779297,,1453,309,2401
"010126","010126",4/1/2006,"01-APR-06",3/31/2007,"31-MAR-07","Reopened","TROY REGIONAL MEDICAL CENTER            ","130 HIGHWAY 231                         ",,"TROY                                    ","AL                                      ","36081                                   ","PIKE                                    ",,,,482360,,,,,97,35405,3423,7646,192.940002441406,,889,898,2714
"010128","010128",1/1/2006,"01-JAN-06",12/31/2006,"31-DEC-06","Reopened","JACKSON MEDICAL CENTER                  ","220 HOSPITAL DRIVE                      ",,"JACKSON                                 ","AL                                      ","36545                                   ","CLARKE                                  ",,,,245995,,,,,35,12775,2093,5067,90.2799987792969,,604,617,1967
"010129","010129",4/1/2006,"01-APR-06",3/31/2007,"31-MAR-07","Reopened","NORTH BALDWIN INFIRMARY                 ","1815 HAND AVENUE                        ","1409                                    ","BAY MINETTE                             ","AL                                      ","36507-                                  ","BALDWIN                                 ",,,,327508,,,,,55,20075,2364,6836,170,,639,541,2034
"010130","010130",7/1/2006,"01-JUL-06",6/30/2007,"30-JUN-07","Reopened","ST. CLAIR REGIONAL HOSPITAL             ","2805 DR. JOHN HAYNES DRIVE              ",,"PELL CITY                               ","AL                                      ","35215                                   ","ST. CLAIR                               ",,,,171861,,,,,82,29930,2642,5597,176.899993896484,,563,118,1504
