"provider","prvdr_num","fyb","fybstr","fye","fyestr","status","hospital_name","street_addr","po_box","city","state","zip_code","county","ime1","ime2","ime3","dsh1","dsh2","dsh3","gme_part_a","gme_part_b","beds","bed_days","medicare_days","days","employees","volunteers","medicare_disch","medicaid_disch","discharges"
"010016","010016",10/1/2007,"01-OCT-07",9/30/2008,"30-SEP-08","Reopened","SHELBY BAPTIST MEDICAL CENTER           ","1000 FIRST STREET NORTH                 ",,"ALABASTER                               ","AL                                      ","35007                                   ","SHELBY                                  ",,,,1979904,,,,,192,70272,16441,49922,758.429992675781,,3438,1941,10137
"010018","010018",10/1/2007,"01-OCT-07",9/30/2008,"30-SEP-08","Settled","CALLAHAN EYE FOUNDATION HOSP            ","1720 UNIVERSITY BOULEVARD               ",,"BIRMINGHAM                              ","AL                                      ","35233-                                  ","JEFFERSON                               ",,107377,,,,,26526,286505,16,5856,219,546,150.759994506836,,79,24,229
"010019","010019",10/1/2007,"01-OCT-07",9/30/2008,"30-SEP-08","Settled","HELEN KELLER HOSPITAL                   ","1300 SOUTH MONTGOMERY AVENUE            ","610                                     ","SHEFFIELD                               ","AL                                      ","35660-                                  ","COLBERT                                 ",,,,2078578,,,,,185,67710,16669,31352,,,3536,1067,7273
"010021","010021",10/1/2007,"01-OCT-07",9/30/2008,"30-SEP-08","Settled","DALE MEDICAL CENTER                     ","126 HOSPITAL                            ",,"OZARK                                   ","AL                                      ","36360                                   ","DALE                                    ",,,,660627,,,,,77,28182,4153,9053,297.570007324219,,1045,675,2495
"010022","010022",4/1/2008,"01-APR-08",3/31/2009,"31-MAR-09","Reopened","CHEROKEE MEDICAL CENTER                 ","100 NORTHWOOD DRIVE                     ",,"CENTRE                                  ","AL                                      ","35960                                   ","CHEROKEE                                ",,,,234972,,,,,45,16425,3270,4369,107.430000305176,,648,109,1075
"010023","010023",7/1/2008,"01-JUL-08",6/30/2009,"30-JUN-09","Settled","BAPTIST MEDICAL CENTER SOUTH            ","2105  EAST SOUTH BOULEVARD              ","11010                                   ","MONTGOMERY                              ","AL                                      ","36116-                                  ","MONTGOMERY                              ",,3016715,,11378368,,,689139,214305,355,129575,23676,90317,1704.69995117188,,5330,3626,19263
"010024","010024",7/1/2008,"01-JUL-08",6/30/2009,"30-JUN-09","Settled","JACKSON HOSPITAL AND CLINIC  INC        ","1725 PINE STREET                        ",,"MONTGOMERY                              ","AL                                      ","36106-                                  ","MONTGOMERY                              ",,,,5017302,,,,,255,93075,24018,63312,1269.7900390625,,4849,3056,13836
"010025","010025",7/1/2008,"01-JUL-08",6/30/2009,"30-JUN-09","Settled","GEORGE H. LANIER MEMORIAL HOSPITAL      ","4800 48TH STREET                        ",,"VALLEY                                  ","AL                                      ","36854-                                  ","CHAMBERS                                ",,,,1230317,,,,,101,36865,8269,15007,284,,1425,828,3143
"010027","010027",7/1/2008,"01-JUL-08",6/30/2009,"30-JUN-09","Settled","ELBA GENERAL HOSPITAL                   ","987 DRAYTON STREET                      ",,"ELBA                                    ","AL                                      ","35323                                   ","COFFEE                                  ",,,,189731,,,,,20,7300,1397,2352,116.319999694824,,498,181,926
"010029","010029",10/1/2007,"01-OCT-07",9/30/2008,"30-SEP-08","Settled w/Audit","EAST ALABAMA MEDICAL CENTER             ","2000 PEPPERELL PKWY                     ",,"OPELIKA                                 ","AL                                      ","36802-                                  ","LEE                                     ",,,,5686855,,,,,262,95892,35110,70836,2144,,6365,2241,16146
"010032","010032",10/1/2007,"01-OCT-07",9/30/2008,"30-SEP-08","Settled","WEDOWEE HOSPITAL                        ","301 NORTH MAIN STREET                   ","307                                     ","WEDOWEE                                 ","AL                                      ","36278                                   ","RANDOLPH                                ",,,,153852,,,,,34,12444,2559,4360,153.210006713867,,572,137,1080
"010033","010033",10/1/2007,"01-OCT-07",9/30/2008,"30-SEP-08","As Submitted","UNIVERSITY OF ALABAMA HOSPITAL          ","619 SOUTH 19TH STREET                   ",,"BIRMINGHAM                              ","AL                                      ","35233                                   ","JEFFERSON                               ",,18539188,,21496232,,,7507959,928121,966,352590,64107,253722,6346,,10075,15119,36448
"010034","010034",10/1/2007,"01-OCT-07",9/30/2008,"30-SEP-08","Settled","COMMUNITY HOSPITAL  INC.                ","805 FRIENDSHIP DRIVE                    ","780700                                  ","TALLASSEE                               ","AL                                      ","36078-0707                              ","ELMORE                                  ",,,,308449,,,,,59,21535,4007,7417,177.509994506836,,904,178,1878
"010035","010035",7/1/2008,"01-JUL-08",6/30/2009,"30-JUN-09","Settled","CULLMAN REGIONAL                        ","1912 ALABAMA HIGHWAY 157                ",,"CULLMAN                                 ","AL                                      ","35056-                                  ","CULLMAN                                 ",,,,2065523,,,,,115,41975,13826,28555,787.72998046875,,3150,1620,7191
"010036","010036",4/1/2008,"01-APR-08",3/31/2009,"31-MAR-09","Settled","ANDALUSIA REGIONAL HOSPITAL             ","849 THREE NOTCH STREET                  ",,"ANDALUSIA                               ","AL                                      ","36420-                                  ","COVINGTON                               ",,,,1804375,,,,,88,32120,6875,13198,245.470001220703,,1743,1310,3995
"010038","010038",7/1/2008,"01-JUL-08",6/30/2009,"30-JUN-09","Reopened","STRINGFELLOW MEMORIAL HOSPITAL          ","301 EAST 18TH STREET                    ","P.O. BOX                                ","ANNISTON                                ","AL                                      ","36207                                   ","CALHOUN                                 ",,,,1211009,,,,,125,45625,10604,19837,365.890014648438,,2353,630,4844
"010039","010039",7/1/2008,"01-JUL-08",6/30/2009,"30-JUN-09","Settled w/Audit","HUNTSVILLE HOSPITAL                     ","101 SIVLEY ROAD                         ",,"HUNTSVILLE                              ","AL                                      ","35801                                   ","MADISON                                 ",,3039829,,14525925,,,988402,247351,786,286843,81485,207299,4570.22021484375,,14245,7555,45352
"010040","010040",1/1/2008,"01-JAN-08",12/31/2008,"31-DEC-08","Settled","GADSDEN REGIONAL MEDICAL CENTER         ","1007 GOODYEAR AVENUE                    ",,"GADSDEN                                 ","AL                                      ","35999-                                  ","ETOWAH                                  ",,,,3651051,,,,,255,93330,30031,55724,836.809997558594,,4833,1878,11209
"010043","010043",7/1/2008,"01-JUL-08",6/30/2009,"30-JUN-09","Settled","CHILTON MEDICAL CENTER                  ","1010 LAY DAM ROAD                       ",,"CLANTON                                 ","AL                                      ","35045                                   ","CHILTON                                 ",,,,,,,,,27,9855,1569,2782,109.330001831055,,306,56,643
"010044","010044",10/1/2007,"01-OCT-07",9/30/2008,"30-SEP-08","Settled","MARION REGIONAL MEDICAL CENTER          ","1256 MILITARY ST SOUTH                  ",,"HAMILTON                                ","AL                                      ","35570                                   ","MARION                                  ",,,,74850,,,,,36,13176,2452,3612,135.160003662109,,504,62,879
"010045","010045",10/1/2007,"01-OCT-07",9/30/2008,"30-SEP-08","Settled","FAYETTE MEDICAL CENTER DCH              ","1653 TEMPLE AVENUE NORTH                ",,"FAYETTE                                 ","AL                                      ","35555-                                  ","FAYETTE                                 ",,,,336697,,,,,42,15372,5056,8328,330.799987792969,,958,144,1621
"010046","010046",7/1/2008,"01-JUL-08",6/30/2009,"30-JUN-09","Reopened","RIVERVIEW REGIONAL MEDICAL CENTER       ","600 SOUTH 3RD STREET                    ","PO BOX 26                               ","GADSDEN                                 ","AL                                      ","35901                                   ","ETOWAH                                  ",,,,1600782,,,,,256,93440,28741,47712,656.190002441406,,4296,677,8010
"010047","010047",1/1/2008,"01-JAN-08",12/31/2008,"31-DEC-08","Settled","GEORGIANA HOSPITAL                      ","515 MIRANDA STREET                      ",,"GEORGIANA                               ","AL                                      ","36033                                   ","BUTLER                                  ",,,,339325,,,,,22,8052,3056,6301,65.7200012207031,,963,201,1695
"010049","010049",1/1/2008,"01-JAN-08",12/31/2008,"31-DEC-08","Settled","MEDICAL CENTER ENTERPRISE               ","400 NORTH EDWARDS STREET                ",,"ENTERPRISE                              ","AL                                      ","36330                                   ","COFFEE                                  ",,,,996419,,,,,117,42822,7210,17301,367.809997558594,,1770,981,4819
"010050","010050",7/1/2008,"01-JUL-08",6/30/2009,"30-JUN-09","Reopened","ST. VINCENT S BLOUNT                    ","150 GILBREATH DRIVE                     ","1000                                    ","ONEONTA                                 ","AL                                      ","35121                                   ","BLOUNT                                  ",,,,192502,,,,,40,14600,3267,6401,143,,703,122,1503
"010051","010051",10/1/2007,"01-OCT-07",9/30/2008,"30-SEP-08","Settled","GREENE COUNTY HOSPITAL                  ","509 WILSON AVENUE                       ",,"EUTAW                                   ","AL                                      ","35462                                   ","GREENE                                  ",,,,142685,,,,,24,8760,1054,1629,64.6699981689453,,296,116,528
"010052","010052",1/1/2008,"01-JAN-08",12/31/2008,"31-DEC-08","Settled","LAKE MARTIN COMMUNITY HOSPITAL          ","1231 SOUTH STREET                       ",,"DADEVILLE                               ","AL                                      ","36853-                                  ","TALLAPOOSA                              ",,,,322323,,,,,46,16836,2323,3935,74.0199966430664,,747,208,1194
"010054","010054",7/1/2008,"01-JUL-08",6/30/2009,"30-JUN-09","Settled","PARKWAY MEDICAL CENTER                  ","1874 BELTLINE RD. SW                    ",,"DECATUR                                 ","AL                                      ","35601                                   ","MORGAN                                  ",,,,974864,,,,,109,39785,6983,15818,301.850006103516,,1729,861,4505
"010055","010055",7/1/2008,"01-JUL-08",6/30/2009,"30-JUN-09","Settled","FLOWERS HOSPITAL                        ","4370 WEST MAIN STREET                   ","6907                                    ","DOTHAN                                  ","AL                                      ","36302-                                  ","HOUSTON                                 ",,,,2734244,,,,,235,85775,27146,55623,1170.51000976562,,5391,1128,10652
"010056","010056",7/1/2008,"01-JUL-08",6/30/2009,"30-JUN-09","Settled","ST VINCENT S HOSPITAL                   ","810 ST VINCENT S DRIVE                  ",,"BIRMINGHAM                              ","AL                                      ","35205                                   ","JEFFERSON                               ",,72975,,,,,18810,5410,414,151110,38076,115654,1867.0400390625,,7004,471,21801
"010058","010058",10/1/2007,"01-OCT-07",9/30/2008,"30-SEP-08","Settled","BIBB MEDICAL CENTER                     ","165 PIERSON AVENUE                      ",,"CENTREVILLE                             ","AL                                      ","35042                                   ","BIBB                                    ",,,,53487,,,,,25,9125,1318,1976,103.150001525879,,210,27,353
"010059","010059",3/1/2008,"01-MAR-08",2/28/2009,"28-FEB-09","Settled","LAWRENCE MEDICAL CENTER                 ","202 HOSPITAL STREET                     ",,"MOULTON                                 ","AL                                      ","35650-                                  ","LAWRENCE                                ",,,,371284,,,,,37,13505,5467,8203,144.919998168945,,1194,156,2019
"010061","010061",10/1/2007,"01-OCT-07",9/30/2008,"30-SEP-08","Settled","HIGHLANDS MEDICAL CENTER                ","380 WOODS COVE ROAD                     ","1050                                    ","SCOTTSBORO                              ","AL                                      ","35768-                                  ","JACKSON                                 ",,,,1285300,,,,,170,62220,12297,20774,444.410003662109,,2626,1288,5219
"010062","010062",10/1/2007,"01-OCT-07",9/30/2008,"30-SEP-08","Settled","WIREGRASS MEDICAL CENTER                ","1200 WEST MAPLE STREET                  ",,"GENEVA                                  ","AL                                      ","36340                                   ","GENEVA                                  ",,,,372275,,,,,73,26712,4904,7304,223.600006103516,,1018,209,1789
"010064","010064",1/1/2008,"01-JAN-08",10/30/2008,"30-OCT-08","As Submitted","PHYSICIANS-CARRAWAY MEDICAL CENTER      ","1600 CARRAWAY BOULEVARD                 ",,"BIRMINGHAM                              ","AL                                      ","35234                                   ","JEFFERSON                               ",,2232851,,1052131,,,1278706,186321,185,56240,9966,23479,749,,1732,306,3805
"010065","010065",1/1/2008,"01-JAN-08",12/31/2008,"31-DEC-08","Settled","RUSSELL MEDICAL CENTER                  ","POST OFFICE BOX                         ","939                                     ","ALEXANDER CITY                          ","AL                                      ","35010                                   ","TALLAPOOSA                              ",,,,1325741,,,,,75,27375,5777,12414,445.829986572266,,1563,788,3731
"010066","010066",7/1/2008,"01-JUL-08",6/30/2009,"30-JUN-09","Settled","FLORALA MEMORIAL HOSPITAL               ","515 EAST 5TH AVENUE                     ","189                                     ","FLORALA                                 ","AL                                      ","36442-                                  ","COVINGTON                               ",,,,80416,,,,,22,8030,1014,1242,31.6000003814697,,364,17,487
"010069","010069",10/1/2007,"01-OCT-07",9/30/2008,"30-SEP-08","Settled","SEAR                                    ","820 WEST WASHINGTON STREET              ",,"EUFAULA                                 ","AL                                      ","36026-                                  ","BARBOUR                                 ",,,,313280,,,,,29,10614,2780,4484,128.229995727539,,728,92,1372
"010073","010073",10/1/2007,"01-OCT-07",9/30/2008,"30-SEP-08","Settled","CLAY COUNTY HOSPITAL                    ","544 EAST AVENUE                         ",,"ASHLAND                                 ","AL                                      ","36251-                                  ","CLAY                                    ",,,,110082,,,,,46,16836,5742,7563,213.460006713867,,1025,111,1624
"010078","010078",7/1/2008,"01-JUL-08",6/30/2009,"30-JUN-09","Settled","NORTHEAST ALABAMA REGIONAL MED CTR      ","400 EAST TENTH STREET                   ","2208                                    ","ANNISTON                                ","AL                                      ","36202-                                  ","CALHOUN                                 ",,388979,,4375020,,,148138,46093,241,87965,32055,64161,1254.40002441406,,5466,2559,12843
"010079","010079",10/1/2007,"01-OCT-07",6/30/2008,"30-JUN-08","Settled","ATHENS LIMESTONE                        ","ATHENS LIMESTONE HOSPITAL               ","999                                     ","ATHENS                                  ","AL                                      ","35611-                                  ","LIMESTONE                               ",,,,1171143,,,,,101,36865,6764,11821,301,,1557,738,3436
"010079","010079",7/1/2008,"01-JUL-08",6/30/2009,"30-JUN-09","Settled","ATHENS LIMESTONE                        ","ATHENS LIMESTONE HOSPITAL               ","999                                     ","ATHENS                                  ","AL                                      ","35611                                   ","LIMESTONE                               ",,,,1367638,,,,,101,36865,9164,16683,395,,1996,677,4087
"010083","010083",10/1/2007,"01-OCT-07",9/30/2008,"30-SEP-08","Settled","SOUTH BALDWIN REGIONAL MEDICAL CENTE    ","1613 NORTH MCKENZIE                     ",,"FOLEY                                   ","AL                                      ","36535                                   ","BALDWIN                                 ",,,,831910,,,,,112,40992,13402,26818,542.619995117188,,2653,991,6193
"010085","010085",7/1/2008,"01-JUL-08",6/30/2009,"30-JUN-09","Settled","DECATUR GENERAL                         ","7TH STREET S.E.                         ","2239                                    ","DECATUR                                 ","AL                                      ","35609-                                  ","MORGAN                                  ",,,,1876120,,,,,178,64970,16957,32262,925.299987792969,,3512,1578,8423
"010086","010086",5/1/2008,"01-MAY-08",4/30/2009,"30-APR-09","Settled","NORTHWEST MEDICAL CENTER                ","HIGHWAY 78 WEST                         ","130                                     ","WINFIELD                                ","AL                                      ","35594-                                  ","MARION                                  ",,,,415401,,,,,61,22265,5228,8106,241.649993896484,,1222,234,2131
"010087","010087",10/1/2007,"01-OCT-07",9/30/2008,"30-SEP-08","Settled w/Audit","UNIV OF SOUTH ALABAMA MEDICAL CENTER    ","2451 FILLINGIM STREET                   ",,"MOBILE                                  ","AL                                      ","36617                                   ","MOBILE                                  ",,5200792,,2634451,,,2044798,415394,131,47946,7449,39110,1251.7099609375,,1036,1260,6004
"010089","010089",7/1/2008,"01-JUL-08",6/30/2009,"30-JUN-09","Reopened","WALKER - BAPTIST MEDICAL CENTER         ","3400 HIGHWAY 78 EAST                    ","3547                                    ","JASPER                                  ","AL                                      ","35502                                   ","WALKER                                  ",,,,2159584,,,,,139,50735,9512,22293,429.420013427734,,2421,1704,5804
"010090","010090",7/1/2008,"01-JUL-08",6/30/2009,"30-JUN-09","Settled","PROVIDENCE HOSPITAL                     ","6801 AIRPORT BLVD                       ",,"MOBILE                                  ","AL                                      ","36608-                                  ","MOBILE                                  ",,,,2220662,,,,,349,127385,29364,78028,1465,,5001,1885,14801
"010091","010091",7/1/2008,"01-JUL-08",6/30/2009,"30-JUN-09","Settled","GROVE HILL MEMORIAL HOSPITAL            ","295 SOUTH JACKSON STREET                ","935                                     ","GROVE HILL                              ","AL                                      ","36451-                                  ","CLARKE                                  ",,,,149177,,,,,24,8760,1023,3011,70.4199981689453,,347,339,1048
"010092","010092",10/1/2007,"01-OCT-07",9/30/2008,"30-SEP-08","Settled w/Audit","DCH REGIONAL MEDICAL CENTER             ","809 UNIVERSITY BLVD EAST                ",,"TUSCALOOSA                              ","AL                                      ","35401-                                  ","TUSCALOOSA                              ",,3432519,,11887387,,,1060794,208408,477,174310,65861,138956,3014,,12239,6036,29876
"010095","010095",10/1/2007,"01-OCT-07",9/30/2008,"30-SEP-08","Settled","HALE COUNTY HOSPITAL                    ","508 GREENE STREET                       ",,"GREENSBORO                              ","AL                                      ","36744                                   ","HALE                                    ",,,,159360,,,,,28,10220,972,1875,104.319999694824,,382,193,783
"010097","010097",1/1/2008,"01-JAN-08",12/31/2008,"31-DEC-08","Settled","ELMORE COMMUNITY HOSPITAL               ","500 HOSPITAL DRIVE                      ","130                                     ","WETUMPKA                                ","AL                                      ","36092-                                  ","ELMORE                                  ",,,,273446,,,,,69,25254,3049,5488,125.839996337891,,887,199,1757
"010099","010099",10/1/2007,"01-OCT-07",9/30/2008,"30-SEP-08","Settled","D.W. MCMILLAN MEMORIAL HOSPITAL         ","1301 BELLEVILLE AVENUE                  ","RAWER 908                               ","BREWTON                                 ","AL                                      ","36427                                   ","ESCAMBIA                                ",,,,680416,,,,,64,23424,6239,11856,263.890014648438,,1398,715,2964
"010100","010100",4/1/2008,"01-APR-08",3/31/2009,"31-MAR-09","Settled","THOMAS HOSPITAL                         ","123 MAIN STREET                         ","929                                     ","FAIRHOPE                                ","AL                                      ","36533-                                  ","BALDWIN                                 ",,33885,,,,,,,130,47450,15146,34504,931.640014648438,,3147,1113,8695
"010101","010101",7/1/2008,"01-JUL-08",6/30/2009,"30-JUN-09","Reopened","CITIZENS BAPTIST MEDICAL CENTER         ","604 STONE AVENUE                        ",,"TALLADEGA                               ","AL                                      ","35161                                   ","TALLADEGA                               ",,,,1940878,,,,,82,29930,4249,11725,283.440002441406,,1187,1960,4232
"010102","010102",10/1/2007,"01-OCT-07",9/30/2008,"30-SEP-08","Settled","JOHN PAUL JONES                         ","317 MCWILLIAMS AVENUE                   ","B                                       ","CAMDEN                                  ","AL                                      ","36726-1610                              ","WILCOX                                  ",,,,68578,,,,,30,10980,501,823,43.3199996948242,,155,48,263
"010103","010103",7/1/2008,"01-JUL-08",6/30/2009,"30-JUN-09","Reopened","BMC PRINCETON                           ","701 PRINCETON AVE SW                    ",,"BIRMINGHAM                              ","AL                                      ","35211                                   ","JEFFERSON                               ",,5140804,,3398564,,,2469107,537987,269,97942,26434,68517,1209.48999023438,,4736,1658,12095
"010104","010104",7/1/2008,"01-JUL-08",6/30/2009,"30-JUN-09","Reopened","TRINITY MEDICAL CENTER                  ","800 MONTCLAIR ROAD                      ",,"BIRMINGHAM                              ","AL                                      ","35213                                   ","JEFFERSON                               ",,3303956,,1919189,,,1707403,338285,310,113150,25737,66709,1522.03002929688,,4538,1423,13512
"010108","010108",7/1/2008,"01-JUL-08",6/30/2009,"30-JUN-09","Settled","PRATTVILLE BAPTIST HOSPITAL             ","124 SOUTH MEMORIAL DRIVE                ",,"PRATTVILLE                              ","AL                                      ","36067-                                  ","AUTAUGA                                 ",,,,,,,,,50,18250,3379,7364,225.110000610352,,960,176,2329
"010109","010109",10/1/2007,"01-OCT-07",9/30/2008,"30-SEP-08","Reopened","PICKENS COUNTY MEDICAL CENTER           ","R.K. WILSON DRIVE                       ",,"CARROLLTON                              ","AL                                      ","35477                                   ","PICKENS                                 ",,,,448859,,,,,40,14600,3549,5667,188.179992675781,,876,232,1535
"010110","010110",1/1/2008,"01-JAN-08",12/31/2008,"31-DEC-08","Settled","BULLOCK COUNTY HOSPITAL                 ","102 CONECUH AVENUE                      ",,"UNION SPRINGS                           ","AL                                      ","36089-                                  ","BULLOCK                                 ",,,,249037,,,,,30,10980,2735,4836,98.4899978637695,,593,378,1287
"010112","010112",10/1/2007,"01-OCT-07",9/30/2008,"30-SEP-08","Settled","BRYAN W. WHITFIELD MEMORIAL HOSPITAL    ","105 HIGHWAY 80 EAST                     ",,"DEMOPOLIS                               ","AL                                      ","37832                                   ","MARENGO                                 ",,,,701538,,,,,99,36135,6097,13719,319.480010986328,,1470,1265,3987
"010113","010113",4/1/2008,"01-APR-08",3/31/2009,"31-MAR-09","Settled","MOBILE INFIRMARY MEDICAL CENTER         ","FIVE MOBILE INFIRMARY CIRCLE            ","2144                                    ","MOBILE                                  ","AL                                      ","36652-                                  ","MOBILE                                  ",,884157,,6600266,,,379512,65094,605,220825,55522,124737,2301.65991210938,,10567,3379,25930
"010114","010114",7/1/2008,"01-JUL-08",6/30/2009,"30-JUN-09","Settled","UAB MEDICAL WEST                        ","995 NINTH AVENUE  SOUTHWEST             ","847                                     ","BESSEMER                                ","AL                                      ","35023                                   ","JEFFERSON                               ",,,,1775507,,,,,189,66296,15712,44170,1061.81005859375,,2591,1441,5170
"010118","010118",7/1/2008,"01-JUL-08",6/30/2009,"30-JUN-09","Settled","VAUGHAN REGIONAL MEDICAL CTR            ","1015 MEDICAL CENTER PARKWAY             ",,"SELMA                                   ","AL                                      ","36701-                                  ","DALLAS                                  ",,788066,,5865493,,,366557,126009,149,54385,12971,30943,493.239990234375,,2882,3347,8691
"010120","010120",10/1/2007,"01-OCT-07",9/30/2008,"30-SEP-08","Settled","MONROE COUNTY HOSPITAL                  ","HIGHWAY 21                              ",,"MONROEVILLE                             ","AL                                      ","36461                                   ","MONROE                                  ",,,,552545,,,,,94,34404,4328,8341,214.990005493164,,1167,413,2478
"010125","010125",5/1/2008,"01-MAY-08",4/30/2009,"30-APR-09","Settled","LAKELAND COMMUNITY HOSPITAL             ","HIGHWAY 195 EAST                        ","780                                     ","HALEYVILLE                              ","AL                                      ","35565-                                  ","WINSTON                                 ",,,,703589,,,,,47,17155,5787,8184,137.809997558594,,1314,363,2239
"010126","010126",4/1/2008,"01-APR-08",3/31/2009,"31-MAR-09","Settled","TROY REGIONAL MEDICAL CENTER            ","130 HIGHWAY 231                         ",,"TROY                                    ","AL                                      ","36081                                   ","PIKE                                    ",,,,500833,,,,,97,35405,3409,7293,195.460006713867,,956,424,2404
"010128","010128",1/1/2008,"01-JAN-08",12/31/2008,"31-DEC-08","Settled","JACKSON MEDICAL CENTER                  ","220 HOSPITAL DRIVE                      ",,"JACKSON                                 ","AL                                      ","36545-                                  ","CLARKE                                  ",,,,235489,,,,,35,12775,1828,4198,94,,523,456,1617
"010129","010129",4/1/2008,"01-APR-08",3/31/2009,"31-MAR-09","Settled","NORTH BALDWIN INFIRMARY                 ","1815 HAND AVENUE                        ","1409                                    ","BAY MINETTE                             ","AL                                      ","36507-                                  ","BALDWIN                                 ",,,,310932,,,,,55,20075,2073,6969,178,,576,569,2019
"010130","010130",7/1/2008,"01-JUL-08",6/30/2009,"30-JUN-09","Settled","ST. VINCENT S ST. CLAIR                 ","2805 DR. JOHN HAYNES DRIVES             ",,"PELL CITY                               ","AL                                      ","35215                                   ","ST. CLAIR                               ",,,,124203,,,,,82,29930,2717,6502,179.759994506836,,541,165,1484
"010131","010131",7/1/2008,"01-JUL-08",6/30/2009,"30-JUN-09","Settled","CRESTWOOD MEDICAL CENTER                ","ONE HOSPITAL DRIVE                      ",,"HUNTSVILLE                              ","AL                                      ","35801-                                  ","MADISON                                 ",,,,,,,,,150,54750,17878,41776,898.179992675781,,3942,508,9741
"010137","010137",10/1/2007,"01-OCT-07",9/30/2008,"30-SEP-08","As Submitted","COOPER GREEN MERCY HOSPITAL             ","1515 6TH AVENUE SOUTH                   ",,"BIRMINGHAM                              ","AL                                      ","35233                                   ","JEFFERSON                               ",,130682,,586962,,,145383,64705,148,54020,1459,20237,640.52001953125,,274,779,4548
"010138","010138",1/1/2008,"01-JAN-08",12/31/2008,"31-DEC-08","Reopened","HILL HOSPITAL OF SUMTER COUNTY          ","751 DERBY DRIVE                         ",,"YORK                                    ","AL                                      ","36925                                   ","SUMTER                                  ",,,,130832,,,,,33,12078,2410,5716,54.9900016784668,,403,302,1235
"010139","010139",1/1/2008,"01-JAN-08",12/31/2008,"31-DEC-08","Settled","BROOKWOOD MEDICAL CENTER                ","2010 BROOKWOOD MEDICAL CENTER DRIVE     ",,"BIRMINGHAM                              ","AL                                      ","35209                                   ","JEFFERSON                               ",,,,,,,,,482,175957,32319,101726,1447.34997558594,,6117,988,21388
