"provider","prvdr_num","fyb","fybstr","fye","fyestr","status","hospital_name","street_addr","po_box","city","state","zip_code","county","ime1","ime2","ime3","dsh1","dsh2","dsh3","gme_part_a","gme_part_b","beds","bed_days","medicare_days","days","employees","volunteers","medicare_disch","medicaid_disch","discharges"
"010016","010016",10/1/2004,"01-OCT-04",9/30/2005,"30-SEP-05","Reopened","SHELBY BAPTIST MEDICAL CENTER           ","1000 FIRST STREET NORTH                 ","488                                     ","ALABASTER                               ","AL                                      ","35007                                   ","SHELBY                                  ",,,,2416698,,,,,174,63510,19505,47306,750.22998046875,,4095,1777,10895
"010018","010018",10/1/2004,"01-OCT-04",9/30/2005,"30-SEP-05","Settled w/Audit","CALLAHAN EYE FOUNDATION HOSP            ","1720 UNIVERSITY BOULEVARD               ",,"BIRMINGHAM                              ","AL                                      ","35233-                                  ","JEFFERSON                               ",,233712,,26324,,,33222,252297,20,7300,347,819,143.470001220703,,159,38,453
"010019","010019",10/1/2004,"01-OCT-04",9/30/2005,"30-SEP-05","Settled w/Audit","HELEN KELLER HOSPITAL                   ","1300 SOUTH MONTGOMERY AVENUE            ","610                                     ","SHEFFIELD                               ","AL                                      ","35660                                   ","COLBERT                                 ",,,,1834645,,,,,185,67525,15161,28307,556.630004882812,,3165,1503,7482
"010021","010021",10/1/2004,"01-OCT-04",9/30/2005,"30-SEP-05","As Submitted","DALE MEDICAL CENTER                     ","126 HOSPITAL                            ",,"OZARK                                   ","AL                                      ","36360                                   ","DALE                                    ",,,,641731,,,,,79,28835,4851,8355,284.859985351562,,1171,597,2693
"010022","010022",7/1/2005,"01-JUL-05",3/31/2006,"31-MAR-06","Reopened","BAPTIST MEDICAL CENTER - CHEROKEE       ","100 NORTHWOOD DRIVE                     ",,"CENTRE                                  ","AL                                      ","35960                                   ","CHEROKEE                                ",,,,271943,,,,,45,12330,2993,3936,57.9900016784668,,575,105,878
"010023","010023",7/1/2005,"01-JUL-05",6/30/2006,"30-JUN-06","Settled w/Audit","BAPTIST MEDICAL CENTER SOUTH            ","2105  EAST SOUTH BOULEVARD              ","11010                                   ","MONTGOMERY                              ","AL                                      ","36116                                   ","MONTGOMERY                              ",,2487493,,12395258,,,696111,138315,359,153300,28682,81908,1521.40002441406,,6091,4191,17492
"010024","010024",7/1/2005,"01-JUL-05",6/30/2006,"30-JUN-06","Reopened","JACKSON HOSPITAL AND CLINIC             ","1725 PINE STREET                        ",,"MONTGOMERY                              ","AL                                      ","36106                                   ","MONTGOMERY                              ",,,,5939066,,,,,255,93075,27263,60419,1145,,5622,2597,14939
"010025","010025",7/1/2005,"01-JUL-05",6/30/2006,"30-JUN-06","Reopened","GEORGE H. LANIER MEMORIAL HOSPITAL      ","4800 48TH STREET                        ",,"VALLEY                                  ","AL                                      ","36854                                   ","CHAMBERS                                ",,,,1235156,,,,,101,36865,9974,17070,321.450012207031,,1821,589,3584
"010027","010027",7/1/2005,"01-JUL-05",6/30/2006,"30-JUN-06","Settled","ELBA GENERAL HOSPITAL                   ","987 DRAYTON STREET                      ",,"ELBA                                    ","AL                                      ","35323                                   ","COFFEE                                  ",,,,201860,,,,,20,7300,1421,2759,110.610000610352,,567,175,1209
"010029","010029",10/1/2004,"01-OCT-04",9/30/2005,"30-SEP-05","Reopened","EAST ALABAMA MEDICAL CENTER             ","2000 PEPPERELL PKWY                     ",,"OPELIKA                                 ","AL                                      ","36802                                   ","LEE                                     ",,,,6086125,,,,,248,90520,38173,72201,1984,,6981,1982,16051
"010032","010032",10/1/2004,"01-OCT-04",5/31/2005,"31-MAY-05","Reopened","WEDOWEE HOSPITAL                        ","301 NORTH MAIN STREET                   ","307                                     ","WEDOWEE                                 ","AL                                      ","36278-                                  ","RANDOLPH                                ",,,,33957,,,,,34,8228,1349,1857,55.6699981689453,,316,35,402
"010032","010032",6/1/2005,"01-JUN-05",9/30/2005,"30-SEP-05","Reopened","WEDOWEE HOSPITAL                        ","301 NORTH MAIN STREET                   ","307                                     ","WEDOWEE                                 ","AL                                      ","36278-                                  ","RANDOLPH                                ",,,,22305,,,,,34,4046,699,848,72.5999984741211,,144,13,206
"010033","010033",10/1/2004,"01-OCT-04",9/30/2005,"30-SEP-05","Reopened","UNIVERSITY OF ALABAMA HOSPITAL          ","619 SOUTH 19TH STREET                   ",,"BIRMINGHAM                              ","AL                                      ","35233                                   ","JEFFERSON                               ",,17841103,,19456929,,,5918899,455976,916,334311,65125,235861,5558.9501953125,,11321,6276,40809
"010034","010034",10/1/2004,"01-OCT-04",9/30/2005,"30-SEP-05","Reopened","COMMUNITY HOSPITAL  INC.                ","805 FRIENDSHIP DRIVE                    ","780700                                  ","TALLASSEE                               ","AL                                      ","36078-0707                              ","ELMORE                                  ",,,,389480,,,,,59,21535,4524,7659,190.770004272461,,995,276,1928
"010035","010035",7/1/2005,"01-JUL-05",6/30/2006,"30-JUN-06","Reopened","CULLMAN REGIONAL MEDICAL CENTER         ","1912 ALABAMA HIGHWAY 157                ",,"CULLMAN                                 ","AL                                      ","35056                                   ","CULMAN                                  ",,,,2122121,,,,,115,45990,15250,26577,826.960021972656,,3414,1558,8162
"010036","010036",4/1/2005,"01-APR-05",3/31/2006,"31-MAR-06","Settled w/Audit","ANDALUSIA REGIONAL HOSPITAL             ","849 THREE NOTCH STREET                  ",,"ANDALUSIA                               ","AL                                      ","36420                                   ","COVINGTON                               ",,,,1195910,,,,,91,33220,9105,15641,217.410003662109,,2273,884,4490
"010038","010038",7/1/2005,"01-JUL-05",6/30/2006,"30-JUN-06","Reopened","STRINGFELLOW MEMORIAL HOSPITAL          ","301 EAST 18TH STREET                    ","P.O. BOX                                ","ANNISTON                                ","AL                                      ","36207                                   ","CALHOUN                                 ",,,,780554,,,,,125,45625,10588,18681,341.559997558594,,2295,507,5458
"010039","010039",7/1/2005,"01-JUL-05",6/30/2006,"30-JUN-06","Reopened","HUNTSVILLE HOSPITAL                     ","101 SIVLEY ROAD                         ",,"HUNTSVILLE                              ","AL                                      ","35801                                   ","MADISON                                 ",,2821664,,9100954,,,897111,174640,713,260245,90352,204202,4114.080078125,,16390,5319,41501
"010040","010040",1/1/2005,"01-JAN-05",12/31/2005,"31-DEC-05","Reopened","GADSDEN REGIONAL MEDICAL CENTER         ","1007 GOODYEAR AVENUE                    ",,"GADSDEN                                 ","AL                                      ","35999                                   ","ETOWAH                                  ",,,,3619748,,,,,225,82125,36620,64424,903.099975585938,,5609,1758,13313
"010043","010043",7/1/2005,"01-JUL-05",6/30/2006,"30-JUN-06","Reopened","CHILTON MEDICAL CENTER                  ","1010 LAY DAM ROAD                       ",,"CLANTON                                 ","AL                                      ","35045                                   ","CHILTON                                 ",,,,33563,,,,,60,21900,1071,1695,93.0999984741211,,299,25,542
"010044","010044",10/1/2004,"01-OCT-04",9/30/2005,"30-SEP-05","Reopened","MARION REGIONAL MEDICAL CENTER          ","1256 MILITARY ST SOUTH                  ",,"HAMILTON                                ","AL                                      ","35570                                   ","MARION                                  ",,,,135567,,,,,34,12392,2299,3360,147.789993286133,,563,87,926
"010045","010045",10/1/2004,"01-OCT-04",9/30/2005,"30-SEP-05","Reopened","FAYETTE MEDICAL CENTER DCH              ","1653 TEMPLE AVENUE NORTH                ",,"FAYETTE                                 ","AL                                      ","35555                                   ","FAYETTE                                 ",,,,358333,,,,,42,15330,4662,7175,,,926,176,1578
"010046","010046",7/1/2005,"01-JUL-05",6/30/2006,"30-JUN-06","Reopened","RIVERVIEW REG L MEDICAL CENTER          ","600 SOUTH THIRD STREET                  ",,"GADSDEN                                 ","AL                                      ","35901                                   ","ETOWAH                                  ",,,,1511957,,,,,281,102565,32461,43783,615.200012207031,,5106,447,7667
"010047","010047",1/1/2005,"01-JAN-05",12/31/2005,"31-DEC-05","As Submitted","GEORGIANA HOSPITAL                      ","515 MIRANDA STRET                       ",,"GEORGIANA                               ","AL                                      ","36033                                   ","BUTLER                                  ",,,,449097,,,,,22,8030,3532,5032,74.9800033569336,,1093,216,1747
"010049","010049",1/1/2005,"01-JAN-05",12/31/2005,"31-DEC-05","Settled","MEDICAL CENTER ENTERPRISE               ","400 NORTH EDWARDS STREET                ",,"ENTERPRISE                              ","AL                                      ","36330                                   ","COFFEE                                  ",,,,951100,,,,,131,47815,7953,18063,382,,1834,944,4920
"010050","010050",7/1/2005,"01-JUL-05",6/30/2006,"30-JUN-06","Reopened","MEDICAL CENTER BLOUNT                   ","150 GILBREATH DRIVE                     ","1000                                    ","ONEONTA                                 ","AL                                      ","35121                                   ","BLOUNT                                  ",,,,234778,,,,,40,14600,3978,6828,141.160003662109,,876,140,1725
"010051","010051",10/1/2004,"01-OCT-04",9/30/2005,"30-SEP-05","Settled","GREENE COUNTY HOSPITAL                  ","509 WILSON AVENUE                       ",,"EUTAW                                   ","AL                                      ","35462                                   ","GREENE                                  ",,,,93786,,,,,24,8760,841,1185,54.2099990844727,,229,93,353
"010052","010052",1/1/2005,"01-JAN-05",12/31/2005,"31-DEC-05","Settled","LAKE MARTIN COMMUNITY HOSPITAL          ","1231 SOUTH STREET                       ",,"DADEVILLE                               ","AL                                      ","36853-                                  ","TALLAPOOSA                              ",,,,349055,,,,,28,10220,2528,3713,69.6100006103516,,882,204,1484
"010053","010053",10/1/2004,"01-OCT-04",6/30/2005,"30-JUN-05","Reopened","ATMORE COMMUNITY HOSPITAL               ","401 MEDICAL PARK DRIVE                  ",,"ATMORE                                  ","AL                                      ","36502                                   ","ESCAMBIA                                ",,,,192446,,,,,51,13923,2469,3550,142.470001220703,,539,111,895
"010054","010054",7/1/2005,"01-JUL-05",6/30/2006,"30-JUN-06","Reopened","PARKWAY MEDICAL CENTYER                 ","1874 BELTLINE RD. SW                    ",,"DECATUR                                 ","AL                                      ","35601                                   ","MORGAN                                  ",,,,1057095,,,,,109,39785,5958,11970,255.75,,1453,546,3563
"010055","010055",7/1/2005,"01-JUL-05",6/30/2006,"30-JUN-06","Reopened","FLOWERS HOSPITAL                        ","4370 WEST MAIN STREET                   ","6907                                    ","DOTHAN                                  ","AL                                      ","36302-                                  ","HOUSTON                                 ",,,,2041573,,,,,235,85775,29818,57100,1078,,5658,710,12291
"010056","010056",7/1/2005,"01-JUL-05",6/30/2006,"30-JUN-06","Reopened","ST. VINCENT S HOSPITAL                  ","810 ST. VINCENT S DRIVE                 ",,"BIRMINGHAM                              ","AL                                      ","35205                                   ","JEFFERSON                               ",,84148,,,,,21325,5742,325,118625,36857,92813,1909.16003417969,,6817,546,23623
"010058","010058",10/1/2004,"01-OCT-04",9/30/2005,"30-SEP-05","Settled","BIBB MEDICAL CENTER                     ","165 PIERSON AVENUE                      ",,"CENTREVILLE                             ","AL                                      ","35042                                   ","BIBB                                    ",,,,81112,,,,,25,9125,1703,2303,107.25,,314,46,553
"010059","010059",10/1/2004,"01-OCT-04",2/28/2005,"28-FEB-05","Reopened","LAWRENCE - BAPTIST MEDICAL CENTER       ","202 HOSPITAL STREET                     ","39                                      ","MOULTON                                 ","AL                                      ","35650                                   ","LAWRENCE                                ",,,,161982,,,,,37,5587,1770,2907,127.040000915527,,392,66,766
"010059","010059",3/1/2005,"01-MAR-05",2/28/2006,"28-FEB-06","Reopened","LAWRENCE MEDICAL CENTER                 ","202 HOSPITAL STREET                     ",,"MOULTON                                 ","AL                                      ","35650-                                  ","LAWRENCE                                ",,,,325513,,,,,37,13505,4633,6808,150.449996948242,,1059,164,1800
"010061","010061",10/1/2004,"01-OCT-04",9/30/2005,"30-SEP-05","Reopened","JACKSON COUNTY HOSPITAL                 ","380 WOODS COVE ROAD                     ","1050                                    ","SCOTTSBORO                              ","AL                                      ","35768                                   ","JACKSON                                 ",,,,1162994,,,,,170,62050,11082,18209,401.5,,2455,1130,5145
"010062","010062",10/1/2004,"01-OCT-04",9/30/2005,"30-SEP-05","Reopened","WIREGRASS MEDICAL CENTER                ","1200 WEST MAPLE STREET                  ",,"GENEVA                                  ","AL                                      ","36340                                   ","GENEVA                                  ",,,,593350,,,,,83,30295,6041,9753,193.309997558594,,1246,296,2327
"010064","010064",7/1/2005,"01-JUL-05",6/30/2006,"30-JUN-06","Reopened","CARRAWAY METHODIST MEDICAL CENTER       ","1600 CARRAWAY BOULEVARD                 ",,"BIRMINGHAM                              ","AL                                      ","35234-                                  ","JEFFERSON                               ",,3987431,,1472906,,,1772588,249827,179,67909,16993,36099,759.859985351562,,3149,607,5900
"010065","010065",1/1/2005,"01-JAN-05",12/31/2005,"31-DEC-05","Reopened","RUSSELL MEDICAL CENTER                  ","POST OFFICE BOX                         ","939                                     ","ALEXANDER CITY                          ","AL                                      ","35010                                   ","TALLAPOOSA                              ",,,,1045891,,,,,75,27375,6636,13991,450.959991455078,,1557,790,4099
"010066","010066",7/1/2005,"01-JUL-05",6/30/2006,"30-JUN-06","Reopened","FLORALA MEMORIAL HOSPITAL               ","515 EAST 5TH AVENUE                     ","189                                     ","FLORALA                                 ","AL                                      ","36442-                                  ","COVINGTON                               ",,,,58818,,,,,22,8030,1204,1542,39.5,,412,25,527
"010069","010069",10/1/2004,"01-OCT-04",3/31/2005,"31-MAR-05","Settled","LAKEVIEW COMMUNITY HOSPITAL             ","820 WEST WASHINGTON ST                  ",,"EUFAULA                                 ","AL                                      ","36026                                   ","BARBOUR                                 ",,,,250760,,,,,74,13468,2412,3336,151.050003051758,,570,81,904
"010069","010069",4/1/2005,"01-APR-05",3/31/2006,"31-MAR-06","Settled","LAKEVIEW COMMUNITY HOSPITAL             ","820 WEST WASHINGTON ST                  ",,"EUFAULA                                 ","AL                                      ","36026                                   ","BARBOUR                                 ",,,,342118,,,,,74,27010,3973,5396,139.080001831055,,902,205,1429
"010073","010073",10/1/2004,"01-OCT-04",9/30/2005,"30-SEP-05","Settled w/Audit","CLAY COUNTY HOSPITAL                    ","544 EAST AVENUE                         ",,"ASHLAND                                 ","AL                                      ","36251-                                  ","CLAY                                    ",,,,223050,,,,,46,16790,5841,7610,216.759994506836,,1079,111,1823
"010078","010078",7/1/2005,"01-JUL-05",6/30/2006,"30-JUN-06","Reopened","NORTHEAST ALABAMA REGIONAL MED CTR      ","400 EAST TENTH STREET                   ","2208                                    ","ANNISTON                                ","AL                                      ","36202                                   ","CALHOUN                                 ",,1215660,,5302437,,,356191,79827,221,80665,35649,68666,1323.5,,6258,2917,14670
"010079","010079",10/1/2004,"01-OCT-04",9/30/2005,"30-SEP-05","Reopened","ATHENS LIMESTONE                        ","700 WEST MARKET STREET                  ",,"ATHENS                                  ","AL                                      ","35611                                   ","LIMESTONE                               ",,,,1298680,,,,,101,36865,8800,15699,532,,2093,903,4827
"010083","010083",10/1/2004,"01-OCT-04",9/30/2005,"30-SEP-05","Reopened","SO. BALDWIN REGIONAL MEDICAL CENTER     ","1613 NORTH MCKENZIE STREET              ",,"FOLEY                                   ","AL                                      ","36535                                   ","BALDWIN                                 ",,,,1032541,,,,,82,29930,13771,23906,460.089996337891,,2945,805,5800
"010084","010084",1/1/2005,"01-JAN-05",12/31/2005,"31-DEC-05","Reopened","HEALTHSOUTH MEDICAL CENTER              ","1201 11TH AVE SOUTH                     ",,"BIRMINGHAM                              ","AL                                      ","35205                                   ","JEFFERSON                               ",,,,,,,,,151,55115,6989,13319,558.080017089844,,1089,91,3149
"010085","010085",7/1/2005,"01-JUL-05",6/30/2006,"30-JUN-06","Reopened","DECATUR GENERAL                         ","7TH STREET S.E.                         ","2239                                    ","DECATUR                                 ","AL                                      ","35609                                   ","MORGAN                                  ",,,,2694762,,,,,178,64970,23433,45378,898.469970703125,,4598,1546,10581
"010086","010086",5/1/2005,"01-MAY-05",4/30/2006,"30-APR-06","Reopened","NORTHWEST MEDICAL CENTER                ","HIGHWAY 78 WEST                         ","130                                     ","WINFIELD                                ","AL                                      ","35594                                   ","MARION                                  ",,,,653719,,,,,56,20440,5410,9923,220.880004882812,,1307,803,3052
"010087","010087",10/1/2004,"01-OCT-04",9/30/2005,"30-SEP-05","Reopened","UNIV OF SOUTH ALABAMA MEDICAL CENTER    ","2451 FILLINGIM STREET                   ",,"MOBILE                                  ","AL                                      ","36617                                   ","MOBILE                                  ",,3316506,,2797301,,,1864510,311968,171,62415,7369,35572,1089.14001464844,,1185,1025,5835
"010089","010089",7/1/2005,"01-JUL-05",6/30/2006,"30-JUN-06","Reopened","WALKER - BAPTIST MEDICAL CENTER         ","3400 HWY 78 EAST                        ","3547                                    ","JASPER                                  ","AL                                      ","35502                                   ","WALKER                                  ",,,,2874041,,,,,139,62780,13373,28027,521.559997558594,,3250,1837,8246
"010090","010090",7/1/2005,"01-JUL-05",6/30/2006,"30-JUN-06","Reopened","PROVIDENCE HOSPITAL                     ","6801 AIRPORT BLVD                       ",,"MOBILE                                  ","AL                                      ","36608                                   ","MOBILE                                  ",,,,2068672,,,,,349,127385,32600,78492,1538,,5926,1914,15812
"010091","010091",7/1/2005,"01-JUL-05",6/30/2006,"30-JUN-06","Settled w/Audit","GROVE HILL MEMORIAL HOSPITAL            ","295 SOUTH JACKSON ST                    ","935                                     ","GROVE HILL                              ","AL                                      ","36451-                                  ","CLARKE                                  ",,,,245669,,,,,24,8760,1906,4235,72.7099990844727,,563,398,1433
"010092","010092",10/1/2004,"01-OCT-04",9/30/2005,"30-SEP-05","Reopened","DCH REGIONAL MEDICAL CENTER             ","809 UNIVERSITY BLVD EAST                ",,"TUSCALOOSA                              ","AL                                      ","35401                                   ","TUSCALOOSA                              ",,3038155,,10709764,,,1018736,215505,433,157982,68449,124586,2738.32006835938,,11636,4655,25093
"010095","010095",10/1/2004,"01-OCT-04",9/30/2005,"30-SEP-05","Settled","HALE COUNTY HOSPITAL                    ","508 GREENE STREET                       ",,"GREENSBORO                              ","AL                                      ","36744                                   ","HALE                                    ",,,,212035,,,,,28,10220,1524,2457,92.0400009155273,,544,192,956
"010097","010097",1/1/2005,"01-JAN-05",12/31/2005,"31-DEC-05","Settled","ELMORE COUMMUNITY HOSPITAL              ","500 HOSPITAL DRIVE                      ","130                                     ","WETUMPKA                                ","AL                                      ","36092-                                  ","ELMORE                                  ",,,,353206,,,,,69,25185,3528,5590,108.519996643066,,998,313,1712
"010098","010098",1/1/2005,"01-JAN-05",6/30/2005,"30-JUN-05","Settled","RANDOLPH COUNTY HOSPITAL                ","1000 WADLEY HIGHWAY                     ","669                                     ","ROANOKE                                 ","AL                                      ","36274                                   ","RANDOLPH                                ",,,,94184,,,,,49,8771,730,1187,46,,216,61,397
"010098","010098",7/1/2005,"01-JUL-05",9/30/2005,"30-SEP-05","Reopened","RANDOLPH COUNTY HOSPITAL                ","1000 WADLEY HIGHWAY                     ","669                                     ","ROANOKE                                 ","AL                                      ","36274                                   ","RANDOLPH                                ",,,,57979,,,,,49,4361,450,621,82.2699966430664,,128,32,212
"010099","010099",10/1/2004,"01-OCT-04",6/30/2005,"30-JUN-05","As Submitted","D.W. MCMILLAN MEMORIAL HOSPITAL         ","1301 BELLEVILLE AVENUE                  ","RAWER 908                               ","BREWTON                                 ","AL                                      ","36427                                   ","ESCAMBIA                                ",,,,479065,,,,,92,25116,4171,9067,284.799987792969,,1067,529,2507
"010099","010099",7/1/2005,"01-JUL-05",9/30/2005,"30-SEP-05","Settled w/Audit","D.W. MCMILLAN MEMORIAL HOSPITAL         ","1301 BELLEVILLE AVENUE                  ","RAWER 908                               ","BREWTON                                 ","AL                                      ","36427                                   ","ESCAMBIA                                ",,,,171952,,,,,92,8464,1467,2576,294.049987792969,,370,163,775
"010100","010100",10/1/2004,"01-OCT-04",8/31/2005,"31-AUG-05","Reopened","THOMAS HOSPITAL                         ","123 MAIN STREET                         ","929                                     ","FAIRHOPE                                ","AL                                      ","36533-                                  ","BALDWIN                                 ",,,,,,,,,129,43452,18152,34340,921.530029296875,,3801,620,9046
"010100","010100",9/1/2005,"01-SEP-05",3/31/2006,"31-MAR-06","Settled","THOMAS HOSPITAL                         ","123 MAIN STREET                         ","929                                     ","FAIRHOPE                                ","AL                                      ","36533-                                  ","BALDWIN                                 ",,,,,,,,,130,27560,11364,22602,788.909973144531,,2377,691,5937
"010101","010101",7/1/2005,"01-JUL-05",6/30/2006,"30-JUN-06","Reopened","CITIZENS BAPTIST MEDICAL CENTER         ","604 STONE AVENUE                        ","DRAWER 88                               ","TALLADEGA                               ","AL                                      ","35160                                   ","TALLADEGA                               ",,,,1771612,,,,,106,38690,4800,12287,276.049987792969,,1277,1724,3883
"010102","010102",10/1/2004,"01-OCT-04",9/30/2005,"30-SEP-05","Settled","JOHN PAUL JONES HOSPITAL                ","317 MCWILLIAMS AVENUE                   ","B                                       ","CAMDEN                                  ","AL                                      ","36726-1610                              ","WILCOX                                  ",,,,81750,,,,,30,10950,528,868,42.5400009155273,,197,42,317
"010103","010103",7/1/2005,"01-JUL-05",6/30/2006,"30-JUN-06","Reopened","BMC PRINCETON                           ","701 PRINCETON AVE SW                    ",,"BIRMINGHAM                              ","AL                                      ","35211                                   ","JEFFERSON                               ",,4012319,,3065590,,,,,285,104025,30285,69587,1287.89001464844,,5443,1779,12644
"010104","010104",7/1/2005,"01-JUL-05",9/30/2005,"30-SEP-05","Reopened","BMC - MONTCLAIR                         ","800 MONTCLAIR ROAD                      ",,"BIRMINGHAM                              ","AL                                      ","35213                                   ","JEFFERSON                               ",,838227,,664963,,,494062,69598,319,29348,7924,16830,1230.21997070312,,1575,419,3381
"010108","010108",7/1/2005,"01-JUL-05",6/30/2006,"30-JUN-06","Reopened","PRATTVILLE BAPTIST HOSPITAL             ","124 SOUTH MEMORIAL DRIVE                ",,"PRATTVILLE                              ","AL                                      ","36067                                   ","AUTAUGA                                 ",,,,264992,,,,,46,16790,3887,6569,183.199996948242,,1003,113,1905
"010109","010109",10/1/2004,"01-OCT-04",9/30/2005,"30-SEP-05","Reopened","PICKENS COUNTY MEDICAL CENTER           ","R.K. WILSON DRIVE                       ",,"CARROLLTON                              ","AL                                      ","35477                                   ","PICKENS                                 ",,,,387708,,,,,40,14600,4099,6001,206.509994506836,,859,173,1438
"010110","010110",1/1/2005,"01-JAN-05",12/31/2005,"31-DEC-05","Settled","BULLOCK COUNTY HOSPITAL                 ","102 CONECUH AVE W                       ",,"UNION SPRINGS                           ","AL                                      ","36089                                   ","BULLOCK                                 ",,,,247887,,,,,30,10950,3038,5186,95.5999984741211,,677,230,1517
"010112","010112",10/1/2004,"01-OCT-04",9/30/2005,"30-SEP-05","Settled w/Audit","BRYAN W. WHITFIELD MEMORIAL HOSPITAL    ","105 HIGHWAY 80 EAST                     ",,"DEMOPOLIS                               ","AL                                      ","37832                                   ","MARENGO                                 ",,,,703091,,,,,99,40880,7230,16055,308.519989013672,,1495,1438,4119
"010113","010113",4/1/2005,"01-APR-05",3/31/2006,"31-MAR-06","Reopened","MOBILE INFIRMARY MEDICAL CENTER         ","FIVE MOBILE INFIRMARY CIRCLE            ","2144                                    ","MOBILE                                  ","AL                                      ","36652                                   ","MOBILE                                  ",,53980,,7991240,,,54683,8358,604,220825,68476,126299,2501.13989257812,,12146,3367,25643
"010114","010114",7/1/2005,"01-JUL-05",12/31/2005,"31-DEC-05","Settled w/Audit","UAB MEDICAL WEST                        ","995 NINTH AVENUE  SOUTHWEST             ","847                                     ","BESSEMER                                ","AL                                      ","35023                                   ","JEFFERSON                               ",,,,740470,,,,,172,31648,8430,20057,966.5,,1333,549,3666
"010115","010115",10/1/2004,"01-OCT-04",9/30/2005,"30-SEP-05","Reopened","RED BAY HOSPITAL                        ","211 HOSPITAL ROAD                       ","490                                     ","RED BAY                                 ","AL                                      ","35582                                   ","FRANKLIN                                ",,,,51489,,,,,31,11315,2849,3832,68.9000015258789,,416,53,671
"010118","010118",7/1/2005,"01-JUL-05",6/30/2006,"30-JUN-06","Reopened","VAUGHAN REGIONAL MEDICAL CTR            ","1015 MEDICAL CENTER PARKWAY             ",,"SELMA                                   ","AL                                      ","36701                                   ","DALLAS                                  ",,609013,,6075255,,,330300,103953,149,54385,14321,32149,485.670013427734,,3094,2905,9071
"010120","010120",10/1/2004,"01-OCT-04",9/30/2005,"30-SEP-05","Reopened","MONROE COUNTY HOSPITAL                  ","HIGHWAY 21                              ",,"MONROEVILLE                             ","AL                                      ","36461                                   ","MONROE                                  ",,,,672506,,,,,94,34310,6131,11536,232.880004882812,,1477,413,3394
