"provider","prvdr_num","fyb","fybstr","fye","fyestr","status","hospital_name","street_addr","po_box","city","state","zip_code","county","ime1","ime2","ime3","dsh1","dsh2","dsh3","gme_part_a","gme_part_b","beds","bed_days","medicare_days","days","employees","volunteers","medicare_disch","medicaid_disch","discharges"
"010024","010024",7/1/2004,"01-JUL-04",6/30/2005,"30-JUN-05","Reopened","JACKSON HOSPITAL AND CLINIC             ","1725 PINE STREET                        ",,"MONTGOMERY                              ","AL                                      ","36106                                   ","MONTGOMERY                              ",,,,5697900,,,,,255,93075,30064,57566,1158,,5812,1066,12764
"010025","010025",7/1/2004,"01-JUL-04",6/30/2005,"30-JUN-05","Reopened","GEORGE H. LANIER MEMORIAL HOSPITAL      ","4800 48TH STREET                        ",,"VALLEY                                  ","AL                                      ","36854                                   ","CHAMBERS                                ",,,,1228471,,,,,105,36865,10768,18827,366.329986572266,,1940,1030,4305
"010027","010027",7/1/2004,"01-JUL-04",6/30/2005,"30-JUN-05","Reopened","ELBA GENERAL HOSPITAL                   ","987 DRAYTON STREET                      ",,"ELBA                                    ","AL                                      ","36233                                   ","COFFEE                                  ",,,,206783,,,,,20,7300,1578,2921,93.2099990844727,,604,305,1282
"010029","010029",10/1/2003,"01-OCT-03",9/30/2004,"30-SEP-04","Reopened","EAST ALABAMA MEDICAL CENTER             ","2000 PEPPERELL PKWY                     ",,"OPELIKA                                 ","AL                                      ","36802                                   ","LEE                                     ",,,,6084631,,,,,248,90520,36946,70803,1806.31994628906,,6869,1889,15820
"010032","010032",10/1/2003,"01-OCT-03",12/31/2003,"31-DEC-03","Settled","WEDOWEE HOSPITAL                        ","301 NORTH MAIN STREET                   ","307                                     ","WEDOWEE                                 ","AL                                      ","36278                                   ","RANDOLPH                                ",,,,35347,,,,,34,3128,277,373,51.1199989318848,,98,11,142
"010032","010032",1/1/2004,"01-JAN-04",9/30/2004,"30-SEP-04","Reopened","WEDOWEE HOSPITAL                        ","301 NORTH MAIN STREET                   ","307                                     ","WEDOWEE                                 ","AL                                      ","36278                                   ","RANDOLPH                                ",,,,85964,,,,,34,9316,786,1211,37.1599998474121,,306,54,543
"010033","010033",10/1/2003,"01-OCT-03",9/30/2004,"30-SEP-04","Reopened","UNIVERSITY OF ALABAMA HOSPITAL          ","619 SOUTH 19TH STREET                   ",,"BIRMINGHAM                              ","AL                                      ","35233                                   ","JEFFERSON                               ",,17300835,,19367948,,,5759482,354864,853,312526,66729,224320,5501.39990234375,,10929,6276,38418
"010034","010034",10/1/2003,"01-OCT-03",9/30/2004,"30-SEP-04","Reopened","COMMUNITY HOSPITAL  INC.                ","805 FRIENDSHIP DRIVE                    ","780700                                  ","TALLASSEE                               ","AL                                      ","36078-0707                              ","ELMORE                                  ",,,,374476,,,,,59,21535,5511,8932,208.070007324219,,1327,480,2399
"010035","010035",7/1/2004,"01-JUL-04",6/30/2005,"30-JUN-05","Reopened","CULLMAN REGIONAL MEDICAL CENTER         ","1912 ALABAMA HIGHWAY 157                ",,"CULLMAN                                 ","AL                                      ","35056                                   ","CULMAN                                  ",,,,2229609,,,,,115,45990,17366,30013,818.650024414062,,3840,1442,8592
"010036","010036",4/1/2004,"01-APR-04",3/31/2005,"31-MAR-05","Reopened","ANDALUSIA REGIONAL HOSPITAL             ","849 THREE NOTCH STREET                  ",,"ANDALUSIA                               ","AL                                      ","36420                                   ","COVINGTON                               ",,,,1192468,,,,,101,36865,8900,15764,228,,2212,861,4510
"010038","010038",7/1/2004,"01-JUL-04",6/30/2005,"30-JUN-05","Reopened","STRINGFELLOW MEMORIAL HOSPITAL          ","301 EAST 18TH STREET                    ","P.O. BOX                                ","ANNISTON                                ","AL                                      ","36207                                   ","CALHOUN                                 ",,,,908188,,,,,125,45625,13449,21560,341.559997558594,,2786,507,5458
"010039","010039",7/1/2004,"01-JUL-04",6/30/2005,"30-JUN-05","Settled","HUNTSVILLE HOSPITAL                     ","101 SIVLEY ROAD                         ",,"HUNTSVILLE                              ","AL                                      ","35801                                   ","MADISON                                 ",,2427999,,8458366,,,934778,188636,713,260245,92041,198432,4067,,16298,5139,41335
"010040","010040",1/1/2004,"01-JAN-04",12/31/2004,"31-DEC-04","Reopened","GADSDEN REGIONAL MEDICAL CENTER         ","1007 GOODYEAR AVENUE                    ",,"GADSDEN                                 ","AL                                      ","35999-                                  ","ETOWAH                                  ",,,,3396126,,,,,244,89304,35776,63620,887.320007324219,,5970,1897,13313
"010043","010043",7/1/2004,"01-JUL-04",8/31/2004,"31-AUG-04","Settled","CHILTON MEDICAL CENTER                  ","1010 LAY DAM ROAD                       ",,"CLANTON                                 ","AL                                      ","35045                                   ","CHILTON                                 ",,,,14881,,,,,60,3720,308,491,89.9000015258789,,67,6,108
"010043","010043",9/1/2004,"01-SEP-04",6/30/2005,"30-JUN-05","Settled","CHILTON MEDICAL CENTER                  ","1010 LAY DAM ROAD                       ",,"CLANTON                                 ","AL                                      ","35045                                   ","CHILTON                                 ",,,,75872,,,,,60,18180,1448,1976,90.5999984741211,,360,23,591
"010044","010044",10/1/2003,"01-OCT-03",9/30/2004,"30-SEP-04","Settled","MARION REGIONAL MEDICAL CENTER          ","1256 MILITARY ST SOUTH                  ",,"HAMILTON                                ","AL                                      ","35570                                   ","MARION                                  ",,,,120963,,,,,37,13268,2755,3832,145.75,,676,97,1094
"010045","010045",10/1/2003,"01-OCT-03",9/30/2004,"30-SEP-04","Reopened","FAYETTE MEDICAL CENTER DCH              ","1653 TEMPLE AVENUE NORTH                ",,"FAYETTE                                 ","AL                                      ","35555                                   ","FAYETTE                                 ",,,,329126,,,,,42,15367,5183,7240,367.459991455078,,1082,150,1777
"010046","010046",7/1/2004,"01-JUL-04",6/30/2005,"30-JUN-05","Reopened","RIVERVIEW REG L MEDICAL CENTER          ",,,"GADSDEN                                 ","AL                                      ","35901                                   ","ETOWAH                                  ",,,,1666081,,,,,281,102565,32460,45330,632.309997558594,,5210,408,8101
"010047","010047",1/1/2004,"01-JAN-04",12/31/2004,"31-DEC-04","Settled","GEORGIANA HOSPITAL                      ","515 MIRANDA STRET                       ",,"GEORGIANA                               ","AL                                      ","26033                                   ","BUTLER                                  ",,,,348825,,,,,22,8030,3337,4938,63,,1041,265,1740
"010049","010049",1/1/2004,"01-JAN-04",12/31/2004,"31-DEC-04","Reopened","MEDICAL CENTER ENTERPRISE               ","400 NORTH EDWARDS STREET                ",,"ENTERPRISE                              ","AL                                      ","36330                                   ","COFFEE                                  ",,,,821493,,,,,131,47946,8616,20057,381.239990234375,,2006,1586,5483
"010050","010050",7/1/2004,"01-JUL-04",6/30/2005,"30-JUN-05","Settled","MEDICAL CENTER BLOUNT                   ","150 GILBREATH DRIVE                     ","1000                                    ","ONEONTA                                 ","AL                                      ","35121                                   ","BLOUNT                                  ",,,,246851,,,,,40,14600,4455,7194,153.970001220703,,925,110,1827
"010051","010051",10/1/2003,"01-OCT-03",9/30/2004,"30-SEP-04","Settled","GREENE COUNTY HOSPITAL                  ","509 WILSON AVENUE                       ",,"EUTAW                                   ","AL                                      ","35462                                   ","GREENE                                  ",,,,55136,,,,,24,8760,807,1057,69.620002746582,,205,66,298
"010052","010052",1/1/2004,"01-JAN-04",12/31/2004,"31-DEC-04","Settled","LAKE MARTIN COMMUNITY HOSPITAL          ","1231 SOUTH STREET                       ",,"DADEVILLE                               ","AL                                      ","36853                                   ","TALLAPOOSA                              ",,,,248003,,,,,20,7300,2665,4111,72.9499969482422,,960,249,1635
"010053","010053",10/1/2003,"01-OCT-03",9/30/2004,"30-SEP-04","Settled","ATMORE COMMUNITY HOSPITAL               ","401 MEDICAL PARK DRIVE                  ",,"ATMORE                                  ","AL                                      ","36502                                   ","ESCAMBIA                                ",,,,207901,,,,,51,18666,3736,5846,150.179992675781,,777,151,1475
"010054","010054",7/1/2004,"01-JUL-04",6/30/2005,"30-JUN-05","Settled","PARKWAY MEDICAL CENTER                  ","1874 BELTLINE ROAD                      ",,"DECATUR                                 ","AL                                      ","35601                                   ","MORGAN                                  ",,,,1063927,,,,,109,39785,6238,12492,249.009994506836,,1480,573,3605
"010055","010055",7/1/2004,"01-JUL-04",6/30/2005,"30-JUN-05","Reopened","FLOWERS HOSPITAL                        ","4370 WEST MAIN STREET                   ","6907                                    ","DOTHAN                                  ","AL                                      ","36302-                                  ","HOUSTON                                 ",,,,1881049,,,,,235,85775,32248,58185,1063.60998535156,,5976,743,12649
"010056","010056",7/1/2004,"01-JUL-04",6/30/2005,"30-JUN-05","Settled w/Audit","ST. VINCENT S HOSPITAL                  ","810 ST. VINCENT S DRIVE                 ",,"BIRMINGHAM                              ","AL                                      ","35205                                   ","JEFFERSON                               ",,74955,,,,,19659,4873,325,118625,34757,93125,1784.91003417969,,6397,304,20497
"010058","010058",10/1/2003,"01-OCT-03",9/30/2004,"30-SEP-04","Settled","BIBB MEDICAL CENTER                     ","165 PIERSON AVENUE                      ",,"CENTREVILLE                             ","AL                                      ","35042                                   ","BIBB                                    ",,,,83187,,,,,25,9125,1714,2121,106.069999694824,,309,72,599
"010059","010059",10/1/2003,"01-OCT-03",9/30/2004,"30-SEP-04","Reopened","LAWRENCE - BAPTIST MEDICAL CENTER       ","202 HOSPITAL STREET                     ","39                                      ","MOULTON                                 ","AL                                      ","35650                                   ","LAWRENCE                                ",,,,364510,,,,,37,13505,4524,6772,125.889999389648,,1011,143,1798
"010061","010061",10/1/2003,"01-OCT-03",9/30/2004,"30-SEP-04","Reopened","JACKSON COUNTY HOSPITAL                 ","380 WOODS COVE ROAS                     ","1050                                    ","SCOTTSBORO                              ","AL                                      ","35768                                   ","JACKSON                                 ",,,,862661,,,,,170,62220,10477,17686,399.549987792969,,2302,1128,4988
"010062","010062",10/1/2003,"01-OCT-03",9/30/2004,"30-SEP-04","Settled","WIREGRASS HOSPITAL                      ","1200 WEST MAPLE STREET                  ",,"GENEVA                                  ","AL                                      ","36340-                                  ","GENEVA                                  ",,,,338260,,,,,83,30378,6025,9128,200.25,,1236,275,2200
"010064","010064",7/1/2004,"01-JUL-04",6/30/2005,"30-JUN-05","Settled w/Audit","CARRAWAY METHODIST MEDICAL CENTER       ","1600 CARRAWAY BOULEVARD                 ",,"BIRMINGHAM                              ","AL                                      ","35234-                                  ","JEFFERSON                               ",,2727581,,1515720,,,1706510,240934,220,73829,20801,42935,786.75,,3552,639,6627
"010065","010065",1/1/2004,"01-JAN-04",12/31/2004,"31-DEC-04","Reopened","RUSSELL MEDICAL CENTER                  ","POST OFFICE BOX                         ","939                                     ","ALEXANDER CITY                          ","AL                                      ","35010                                   ","TALLAPOOSA                              ",,,,854160,,,,,75,29646,7425,14562,445.149993896484,,1728,792,4337
"010066","010066",7/1/2004,"01-JUL-04",6/30/2005,"30-JUN-05","Settled","FLORALA MEMORIAL HOSPITAL               ","515 EAST 5TH AVENUE                     ","189                                     ","FLORALA                                 ","AL                                      ","36442-                                  ","COVINGTON                               ",,,,124093,,,,,22,8030,1174,1526,38.4000015258789,,412,44,590
"010068","010068",10/17/2003,"17-OCT-03",9/2/2004,"02-SEP-04","Settled","HEALTHSOUTH METRO WEST                  ","701 RICHARD M. SCRUSHY PKWY             ",,"FAIRFIELD                               ","AL                                      ","35064                                   ","JEFFERSON                               ",,,,272469,,,,,294,94668,5070,10263,385.480010986328,,870,163,1973
"010069","010069",10/1/2003,"01-OCT-03",9/30/2004,"30-SEP-04","Reopened","LAKEVIEW COMMUNITY HOSPITAL             ","820 WEST WASHINGTON ST                  ",,"EUFAULA                                 ","AL                                      ","36026                                   ","BARBOUR                                 ",,,,318865,,,,,74,27084,4290,6228,147.270004272461,,1007,193,1698
"010072","010072",10/1/2003,"01-OCT-03",7/31/2004,"31-JUL-04","Reopened","COOSA VALLEY BAPTIST MEDICAL CENTER     ","314 WEST HICKORY STREET                 ",,"SYLACAUGA                               ","AL                                      ","35150                                   ","TALLADEGA                               ",,,,1400709,,,,,101,31497,9242,16656,334.170013427734,,2188,1039,4696
"010073","010073",10/1/2003,"01-OCT-03",9/30/2004,"30-SEP-04","Reopened","CLAY COUNTY HOSPITAL                    ","544 EAST AVE                            ",,"ASHLAND                                 ","AL                                      ","36251-                                  ","CLAY                                    ",,,,209319,,,,,46,16836,5212,7160,209.339996337891,,993,172,1790
"010078","010078",7/1/2004,"01-JUL-04",6/30/2005,"30-JUN-05","Reopened","NORTHEAST ALABAMA REGIONAL MED CTR      ","400 EAST TENTH STREET                   ","2208                                    ","ANNISTON                                ","AL                                      ","36202                                   ","CALHOUN                                 ",,1178224,,4526932,,,335222,82290,221,80355,37256,70538,1304.69995117188,,6593,2791,15211
"010079","010079",10/1/2003,"01-OCT-03",9/30/2004,"30-SEP-04","Settled","ATHENS-LIMESTONE HOSPITAL               ","700 WEST MARKET STREET                  ","999                                     ","ATHENS                                  ","AL                                      ","35611                                   ","LIMESTONE                               ",,,,1245238,,,,,101,36865,8916,15064,480,,2047,825,4454
"010083","010083",10/1/2003,"01-OCT-03",9/30/2004,"30-SEP-04","Reopened","SO. BALDWIN REGIONAL MEDICAL CENTER     ","1613 NORTH MCKENZIE STREET              ",,"FOLEY                                   ","AL                                      ","36535                                   ","BALDWIN                                 ",,,,564316,,,,,82,30012,15320,24498,443.350006103516,,3105,622,5933
"010084","010084",1/1/2004,"01-JAN-04",12/31/2004,"31-DEC-04","Settled w/Audit","HEALTHSOUTH MEDICAL CENTER              ","1201 11TH AVE SOUTH                     ",,"BIRMINGHAM                              ","AL                                      ","35205                                   ","JEFFERSON                               ",,,,,,,,,199,72834,13548,25212,719.099975585938,,2283,119,6234
"010085","010085",7/1/2004,"01-JUL-04",6/30/2005,"30-JUN-05","Settled w/Audit","DECATUR GENERAL                         ","7TH STREET S.E.                         ","2239                                    ","DECATUR                                 ","AL                                      ","35609                                   ","MORGAN                                  ",,,,2070128,,,,,178,64970,21770,45697,921.390014648438,,4383,1643,10968
"010086","010086",5/1/2004,"01-MAY-04",4/30/2005,"30-APR-05","Settled","NORTHWEST MEDICAL CENTER                ","HIGHWAY 78 WEST                         ","130                                     ","WINFIELD                                ","AL                                      ","35594                                   ","MARION                                  ",,,,666867,,,,,56,22265,5398,9990,222.029998779297,,1382,780,3170
"010087","010087",10/1/2003,"01-OCT-03",9/30/2004,"30-SEP-04","Reopened","UNIV OF SOUTH ALABAMA MEDICAL CENTER    ","2451 FILLINGIM STREET                   ",,"MOBILE                                  ","AL                                      ","36617                                   ","MOBILE                                  ",,2909167,,2570444,,,2058015,299593,173,63318,8897,37087,1206.56994628906,,1258,1043,5904
"010089","010089",7/1/2004,"01-JUL-04",6/30/2005,"30-JUN-05","Reopened","WALKER - BAPTIST MEDICAL CENTER         ","3400 HWY 78 EAST                        ","3547                                    ","JASPER                                  ","AL                                      ","35502                                   ","WALKER                                  ",,,,2620119,,,,,138,50370,14132,29055,478.540008544922,,3698,2029,9032
"010090","010090",7/1/2004,"01-JUL-04",6/30/2005,"30-JUN-05","Settled w/Audit","PROVIDENCE HOSPITAL                     ","6801 AIRPORT BLVD                       ",,"MOBILE                                  ","AL                                      ","36608                                   ","MOBILE                                  ",,,,1383861,,,,,349,127385,34088,78811,1519,,6113,1616,16011
"010091","010091",7/1/2004,"01-JUL-04",6/30/2005,"30-JUN-05","Settled","GROVE HILL MEMORIAL HOSPITAL            ","295 SOUTH JACKSON STREET                ","935                                     ","GROVE HILL                              ","AL                                      ","36451-                                  ","CLARKE                                  ",,,,228553,,,,,24,8760,1884,4374,78,,548,297,1433
"010092","010092",10/1/2003,"01-OCT-03",9/30/2004,"30-SEP-04","Reopened","DCH REGIONAL MEDICAL CENTER             ","809 UNIVERSITY BLVD EAST                ",,"TUSCALOOSA                              ","AL                                      ","35401                                   ","TUSCALOOSA                              ",,2691807,,10820853,,,1008053,171390,429,157014,71159,132107,2594.57006835938,,12322,4782,27162
"010095","010095",10/1/2003,"01-OCT-03",9/30/2004,"30-SEP-04","Settled","HALE COUNTY HOSPITAL                    ","508 GREENE STREET                       ",,"GREENSBORO                              ","AL                                      ","36744                                   ","HALE                                    ",,,,129569,,,,,28,10220,1369,2405,93,,500,258,1040
"010097","010097",1/1/2004,"01-JAN-04",12/31/2004,"31-DEC-04","Settled","ELMORE COMMUNITY HOSPITAL               ","500 HOSPITAL DRIVE                      ",,"WETUMPKA                                ","AL                                      ","36902                                   ","ELMORE                                  ",,,,310997,,,,,69,25185,4111,6032,98.7200012207031,,1080,268,1648
"010098","010098",10/1/2003,"01-OCT-03",12/31/2003,"31-DEC-03","Settled","RANDOLPH COUNTY HOSPITAL                ","1000 WADLEY HIGHWAY                     ","669                                     ","ROANOKE                                 ","AL                                      ","36274                                   ","RANDOLPH                                ",,,,18401,,,,,49,4508,397,639,82.120002746582,,103,23,207
"010098","010098",1/1/2004,"01-JAN-04",12/31/2004,"31-DEC-04","Settled","RANDOLPH COUNTY HOSPITAL                ","1000 WADLEY HIGHWAY                     ","669                                     ","ROANOKE                                 ","AL                                      ","36274                                   ","RANDOLPH                                ",,,,209662,,,,,49,17885,1791,2667,85.5,,539,121,861
"010099","010099",10/1/2003,"01-OCT-03",9/30/2004,"30-SEP-04","Settled","D.W. MCMILLAN MEMORIAL HOSPITAL         ","1301 BELLEVILLE AVENUE                  ","RAWER 908                               ","BREWTON                                 ","AL                                      ","36427                                   ","ESCAMBIA                                ",,,,419821,,,,,92,33672,6071,12697,289.119995117188,,1385,812,3314
"010100","010100",10/1/2003,"01-OCT-03",9/30/2004,"30-SEP-04","Settled w/Audit","THOMAS HOSPITAL                         ","123 MAIN STREET                         ","929                                     ","FAIRHOPE                                ","AL                                      ","36533-                                  ","BALDWIN                                 ",,,,655305,,,,,126,45043,19480,35227,879.739990234375,,4127,546,7880
"010101","010101",7/1/2004,"01-JUL-04",6/30/2005,"30-JUN-05","Reopened","CITIZENS BAPTIST MEDICAL CENTER         ","604 STONE AVENUE                        ","DRAWER 88                               ","TALLADEGA                               ","AL                                      ","35160                                   ","TALLADEGA                               ",,,,1873352,,,,,93,39420,5596,12845,277.970001220703,,1478,1685,4020
"010102","010102",10/1/2003,"01-OCT-03",9/30/2004,"30-SEP-04","Settled","JOHN PAUL JONES HOSPITAL                ","317 MCWILLIAMS AVENUE                   ","B                                       ","CAMDEN                                  ","AL                                      ","36726-1610                              ","WILCOX                                  ",,,,72316,,,,,30,10950,596,965,42.7000007629395,,215,56,368
"010103","010103",7/1/2004,"01-JUL-04",6/30/2005,"30-JUN-05","Reopened","BMC PRINCETON                           ","701 PRINCETON AVE SW                    ",,"BIRMINGHAM                              ","AL                                      ","35211                                   ","JEFFERSON                               ",,4109446,,3708902,,,2092299,322850,285,108405,34972,73799,1213.91003417969,,5948,1822,13374
"010104","010104",7/1/2004,"01-JUL-04",6/30/2005,"30-JUN-05","Reopened","BMC - MONTCLAIR                         ","800 MONTCLAIR ROAD                      ",,"BIRMINGHAM                              ","AL                                      ","35213                                   ","JEFFERSON                               ",,3186264,,1831863,,,2003425,287088,319,122275,36215,73112,1353,,6996,1862,15196
"010108","010108",7/1/2004,"01-JUL-04",6/30/2005,"30-JUN-05","Settled","PRATTVILLE BAPTIST HOSPITAL             ","124 SOUTH MEMORIAL DRIVE                ",,"PRATTVILLE                              ","AL                                      ","36067                                   ","AUTAUGA                                 ",,,,143728,,,,,46,16790,4729,7794,172,,1159,183,2181
"010109","010109",10/1/2003,"01-OCT-03",9/30/2004,"30-SEP-04","Settled","PICKENS COUNTY MEDICAL CENTER           ","R.K. WILSON DRIVE                       ",,"CARROLLTON                              ","AL                                      ","35477                                   ","PICKENS                                 ",,,,344613,,,,,39,14235,4100,5884,169.600006103516,,926,184,1545
"010110","010110",1/1/2004,"01-JAN-04",12/31/2004,"31-DEC-04","Settled","BULLOCK COUNTY HOSPITAL                 ","102 CONECUH AVE W                       ",,"UNION SPRINGS                           ","AL                                      ","36089                                   ","BULLOCK                                 ",,,,237481,,,,,30,10980,3820,5863,95.3000030517578,,755,236,1499
"010112","010112",10/1/2003,"01-OCT-03",9/30/2004,"30-SEP-04","Settled","BRYAN W. WHITFIELD MEMORIAL HOSPITAL    ","105 HIGHWAY 80 EAST                     ",,"DEMOPOLIS                               ","AL                                      ","37832                                   ","MARENGO                                 ",,,,529271,,,,,99,40880,6956,14351,288.709991455078,,1406,1444,3898
"010113","010113",4/1/2004,"01-APR-04",3/31/2005,"31-MAR-05","Reopened","MOBILE INFIRMARY MEDICAL CENTER         ","FIVE MOBILE INFIRMARY CIRCLE            ","2144                                    ","MOBILE                                  ","AL                                      ","36652                                   ","MOBILE                                  ",,,,8363799,,,33644,4823,605,220825,67728,124320,2438.53002929688,,12326,3116,24857
"010114","010114",7/1/2004,"01-JUL-04",6/30/2005,"30-JUN-05","Settled w/Audit","UAB MEDICAL WEST                        ","995 NINTH AVENUE  SOUTHWEST             ","847                                     ","BESSEMER                                ","AL                                      ","35023                                   ","JEFFERSON                               ",,,,1493002,,,,,170,60349,19592,42181,908.97998046875,,2950,415,7596
"010115","010115",10/1/2003,"01-OCT-03",9/30/2004,"30-SEP-04","Settled","RED BAY HOSPITAL                        ","211 HOSPITAL ROAD                       ","490                                     ","RED BAY                                 ","AL                                      ","35582                                   ","FRANKLIN                                ",,,,56018,,,,,31,11346,2945,4088,68.4599990844727,,490,48,765
"010118","010118",7/1/2004,"01-JUL-04",6/30/2005,"30-JUN-05","Settled w/Audit","VAUGHAN REGIONAL MEDICAL CTR            ","1015 MEDICAL CENTER PARKWAY             ",,"SELMA                                   ","AL                                      ","36701-                                  ","DALLAS                                  ",,605068,,6049781,,,241837,75951,163,59495,16132,35423,542.539978027344,,3558,3079,9148
"010120","010120",10/1/2003,"01-OCT-03",9/30/2004,"30-SEP-04","Reopened","MONROE COUNTY HOSPITAL                  ","HIGHWAY 21                              ",,"MONROEVILLE                             ","AL                                      ","36461                                   ","MONROE                                  ",,,,470031,,,,,94,34404,5101,10532,223.800003051758,,1213,413,3036
