"provider","prvdr_num","fyb","fybstr","fye","fyestr","status","hospital_name","street_addr","po_box","city","state","zip_code","county","ime1","ime2","ime3","dsh1","dsh2","dsh3","gme_part_a","gme_part_b","beds","bed_days","medicare_days","days","employees","volunteers","medicare_disch","medicaid_disch","discharges"
"240211","240211",10/1/2010,"01-OCT-10",12/22/2010,"22-DEC-10","Settled","LAKESIDE MEDICAL CENTER                 ","129 6TH AVE SE                          ",,"PINE CITY                               ","MN                                      ","55063-1913                              ","PINE                                    ",,,,,,,,,,,,,,,,,
"250023","250023",10/1/2010,"01-OCT-10",11/9/2010,"09-NOV-10","Settled","PEARL RIVER COUNTY HOSPITAL             ","305 WEST MOODY STREET                   ","392                                     ","POPLARVILLE                             ","MS                                      ","39470                                   ","PEARL RIVER                             ",,,,,,,,,24,960,29,266,100.029998779297,,,1,15
"250164","250164",1/18/2011,"18-JAN-11",4/21/2011,"21-APR-11","Settled","CHOCTAW COUNTY HOSPITAL                 ","311 WEST CHERRY STREET                  ",,"ACKERMAN                                ","MS                                      ","39735                                   ","CHOCTAW                                 ",,,,,,,,,12,2436,48,50,161,,9,1,10
"281331","281331",10/1/2010,"01-OCT-10",1/31/2011,"31-JAN-11","Settled","CREIGHTON AREA HEALTH SERVICES          ","1503 MAIN STREET                        ","186                                     ","CREIGHTON                               ","NE                                      ","68729                                   ","KNOX                                    ",,,,,,,,,23,2829,768,859,51.3199996948242,,73,6,92
"310028","310028",1/1/2011,"01-JAN-11",3/31/2011,"31-MAR-11","Settled","NEWTON MEMORIAL HOSPITAL                ","175 HIGH STREET                         ",,"NEWTON                                  ","NJ                                      ","07860-                                  ","SUSSEX                                  ",,,,,,,,,130,11700,4896,8770,792.5,,930,36,2076
"360055","360055",10/1/2010,"01-OCT-10",12/31/2010,"31-DEC-10","Settled","TRUMBULL MEMORIAL HOSPITAL              ","1350 EAST MARKET ST.                    ","1269                                    ","WARREN                                  ","OH                                      ","44483                                   ","TRUMBULL                                ",,,,206103,,,,,295,27140,4751,14137,1469.59997558594,,887,95,3568
"360141","360141",10/1/2010,"01-OCT-10",12/31/2010,"31-DEC-10","Settled","NORTHSIDE MEDICAL CENTER                ","500 GYPSY LANE                          ","240                                     ","YOUNGSTOWN                              ","OH                                      ","44501-0240                              ","MAHONING                                ",,1476695,,620328,,,674387,124354,188,17296,3233,9452,1698.01000976562,,709,91,2735
"363026","363026",10/1/2010,"01-OCT-10",12/31/2010,"31-DEC-10","Settled","HILLSIDE HOSPITAL                       ","8747 SQUIRES LANE NE                    ",,"WARREN                                  ","OH                                      ","44484                                   ","TRUMBULL                                ",,,,,,,,,69,6348,1583,3406,221,,97,10,222
"370235","370235",10/11/2010,"11-OCT-10",12/31/2010,"31-DEC-10","Settled","ST. JOHN BROKEN ARROW                   ","1000 WEST BOISE CIRCLE                  ",,"BROKEN ARROW                            ","OK                                      ","74012-4900                              ","TULSA                                   ",,,,,,,,,68,5576,356,880,188.509994506836,,140,8,363
"371304","371304",10/1/2010,"01-OCT-10",12/31/2010,"31-DEC-10","Settled","JOHNSTON MEMORIAL HOSPITAL              ","1000 SOUTH BYRD                         ",,"TISHOMINGO                              ","OK                                      ","73460                                   ","JOHNSTON                                ",,,,,,,,,25,2300,449,511,51,,66,13,91
"393309","393309",11/15/2010,"15-NOV-10",12/31/2010,"31-DEC-10","Settled","SHRINERS HOSPITAL FOR CHILDREN          ","3551 N. BROAD STREET                    ",,"PHILADELPHIA                            ","PA                                      ","191404131                               ","PHILADELPHIA                            ",,,,,,,,,,,,,,,,,
"444020","444020",11/30/2010,"30-NOV-10",12/31/2010,"31-DEC-10","Settled","COMMUNITY BEHAVIORIAL HEALTH  LLC       ","135 N PAULINE STREET                    ",,"MEMPHIS                                 ","TN                                      ","381054619                               ","SHELBY                                  ",,,,,,,,,,,,,,,,,
"450530","450530",1/1/2011,"01-JAN-11",3/31/2011,"31-MAR-11","Reopened","MAINLAND MEDICAL CENTER                 ","6801 EMMETT F LOWRY EXPRESSWAY          ",,"TEXAS CITY                              ","TX                                      ","77591                                   ","GALVESTON                               ",,,,751656,,,,,181,16290,4362,9459,661.700012207031,,871,102,2087
"450878","450878",10/1/2010,"01-OCT-10",12/31/2010,"31-DEC-10","Settled","TEXSAN HEART HOSPITAL                   ","6700 1-H 10 WEST                        ",,"SAN ANTONIO                             ","TX                                      ","78201                                   ","BEXAR                                   ",,,,,,,,,120,11040,1612,2790,244.699996948242,,378,27,693
"453099","453099",1/1/2011,"01-JAN-11",3/24/2011,"24-MAR-11","Settled","INTEGRA HOSPITAL PLANO                  ","2301 MARSH LANE                         ",,"PLANO                                   ","TX                                      ","75093                                   ","COLLIN                                  ",,,,,,,,,61,5063,925,3818,118,,85,,347
"463302","463302",10/21/2010,"21-OCT-10",12/31/2010,"31-DEC-10","Settled","SHRINERS HOSPITALS FOR CHILDREN         ","FAIRFAX RD AT VIRGINIA ST               ","                                        ","SALT LAKE CITY                          ","UT                                      ","84103-4399                              ","SALT LAKE                               ",,,,,,,,,,,,,,,,,
"500079","500079",1/1/2011,"01-JAN-11",3/31/2011,"31-MAR-11","Settled","GOOD SAMARITAN HOSPITAL                 ","407 4TH AVENUE SE                       ",,"PUYALLUP                                ","WA                                      ","98371                                   ","PIERCE                                  ",,,,983312,,,,,244,22266,5997,14942,1517.0400390625,,1329,646,3250
"510033","510033",1/1/2011,"01-JAN-11",2/28/2011,"28-FEB-11","Settled","ST. JOSEPH S HOSPITAL                   ","19TH STREET & MURDOCK AVE.              ",,"PARKERSBURG                             ","WV                                      ","26101                                   ","WOODTON                                 ",,,,139784,,,,,168,9912,2475,4656,564.710021972656,,528,61,994
"521306","521306",1/1/2011,"01-JAN-11",3/31/2011,"31-MAR-11","Settled","ARCADIA                                 ","464 S. ST JOSEPH AVENUE                 ",,"ARCADIA                                 ","WI                                      ","54612                                   ","TREMPLEAU                               ",,,,,,,,,25,2250,385,607,65,,23,7,49
"670031","670031",10/29/2010,"29-OCT-10",12/31/2010,"31-DEC-10","Settled w/Audit","ST. LUKE S PATIENTS MEDICAL CENTER      ","4600 EAST SAM HOUSTON PARKWAY SOUTH     ",,"PASADENA                                ","TX                                      ","77505                                   ","HARRIS                                  ",,,,,,,,,61,3904,1196,2895,319.760009765625,,245,,611
"670071","670071",11/1/2010,"01-NOV-10",12/31/2010,"31-DEC-10","Settled","TX HEALTH HEART & VASCULAR HOSPITAL     ","811 WRIGHT ST.                          ","                                        ","ARLINGTON                               ","TX                                      ","76012                                   ","TARRANT                                 ",,,,,,,,,,,,,,,,,
"670072","670072",10/26/2010,"26-OCT-10",12/31/2010,"31-DEC-10","Settled","WESTBURY COMMUNITY HOSPITAL  LLC        ","5556 GASMER                             ",,"HOUSTON                                 ","TX                                      ","77035                                   ","HARRIS                                  ",,,,,,,,,30,2010,448,1285,14.7700004577637,,51,1,145
"673045","673045",11/3/2010,"03-NOV-10",12/31/2010,"31-DEC-10","Settled","MESQUITE REHABILITATION INSTITUTE       ","1023 N. BELT LINE RD                    ",,"MESQUITE                                ","TX                                      ","75149                                   ","DALLAS                                  ",,,,,,,,,20,1160,526,674,47,,40,,44
"673046","673046",1/26/2011,"26-JAN-11",3/31/2011,"31-MAR-11","Settled","REHABILITATION INSTITUTE OF NORTH TE    ","2990 LEGACY DRIVE                       ",,"FRISCO                                  ","TX                                      ","75034                                   ","COLLIN                                  ",,,,,,,,,44,2860,296,924,68.6600036621094,,30,,67
